GS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
LEIN_CHOROID_PLEXUS_MARKERS	98	http://www.broadinstitute.org/gsea/msigdb/cards/LEIN_CHOROID_PLEXUS_MARKERS	0.35607	1.4577	0.06582	1	1	0.153	0.0933	0.139	0.91187	0.468
BIOCARTA_UCALPAIN_PATHWAY	18	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_UCALPAIN_PATHWAY	0.42805	1.4557	0.0625	1	1	0.167	0.0529	0.158	0.90071	0.461
KYNG_DNA_DAMAGE_BY_4NQO_OR_GAMMA_RADIATION	15	http://www.broadinstitute.org/gsea/msigdb/cards/KYNG_DNA_DAMAGE_BY_4NQO_OR_GAMMA_RADIATION	0.49176	1.4533	0.06332	1	1	0.133	0.00829	0.132	0.88922	0.451
WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA_UP	20	http://www.broadinstitute.org/gsea/msigdb/cards/WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA_UP	0.45074	1.4495	0.04149	1	1	0.3	0.094	0.272	0.90159	0.45
PID_INSULIN_GLUCOSE_PATHWAY	26	http://www.broadinstitute.org/gsea/msigdb/cards/PID_INSULIN_GLUCOSE_PATHWAY	0.38367	1.449	0.02579	1	1	0.269	0.162	0.226	0.88061	0.427
WEBER_METHYLATED_IN_COLON_CANCER	18	http://www.broadinstitute.org/gsea/msigdb/cards/WEBER_METHYLATED_IN_COLON_CANCER	0.52772	1.44	0.08925	1	1	0.222	0.0631	0.208	0.92377	0.459
MIKKELSEN_NPC_LCP_WITH_H3K4ME3	55	http://www.broadinstitute.org/gsea/msigdb/cards/MIKKELSEN_NPC_LCP_WITH_H3K4ME3	0.34318	1.4299	0.082	1	1	0.345	0.3	0.242	0.95766	0.485
BOYLAN_MULTIPLE_MYELOMA_D_CLUSTER_DN	40	http://www.broadinstitute.org/gsea/msigdb/cards/BOYLAN_MULTIPLE_MYELOMA_D_CLUSTER_DN	0.35328	1.4293	0.06925	1	1	0.15	0.0903	0.137	0.9407	0.466
REACTOME_SYNTHESIS_OF_PA	27	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_OF_PA	0.46844	1.4189	0.1161	1	1	0.481	0.218	0.377	1	0.5
BORCZUK_MALIGNANT_MESOTHELIOMA_DN	100	http://www.broadinstitute.org/gsea/msigdb/cards/BORCZUK_MALIGNANT_MESOTHELIOMA_DN	0.33093	1.4184	0.07423	1	1	0.16	0.14	0.138	0.98029	0.488
REACTOME_PYRUVATE_METABOLISM	18	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PYRUVATE_METABOLISM	0.55975	1.4145	0.09348	1	1	0.222	0.0704	0.207	0.98834	0.487
KEGG_RIBOFLAVIN_METABOLISM	16	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_RIBOFLAVIN_METABOLISM	0.53754	1.413	0.07229	1	1	0.125	0.00218	0.125	0.98147	0.488
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_DN	50	http://www.broadinstitute.org/gsea/msigdb/cards/SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_DN	0.49109	1.4084	0.1582	1	1	0.38	0.176	0.314	0.99272	0.497
ZHAN_MULTIPLE_MYELOMA_CD1_DN	43	http://www.broadinstitute.org/gsea/msigdb/cards/ZHAN_MULTIPLE_MYELOMA_CD1_DN	0.44047	1.4078	0.08471	1	1	0.256	0.104	0.229	0.97204	0.483
VANLOO_SP3_TARGETS_DN	82	http://www.broadinstitute.org/gsea/msigdb/cards/VANLOO_SP3_TARGETS_DN	0.31695	1.4071	0.0479	1	1	0.22	0.193	0.178	0.95358	0.48
GRANDVAUX_IRF3_TARGETS_DN	19	http://www.broadinstitute.org/gsea/msigdb/cards/GRANDVAUX_IRF3_TARGETS_DN	0.59411	1.4063	0.1086	1	1	0.368	0.112	0.327	0.94163	0.47
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN	316	http://www.broadinstitute.org/gsea/msigdb/cards/SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN	0.56794	1.401	0.1459	1	1	0.402	0.168	0.339	0.96119	0.477
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP	94	http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP	0.39256	1.3991	0.04812	1	1	0.213	0.109	0.19	0.96235	0.472
ONDER_CDH1_TARGETS_3_UP	17	http://www.broadinstitute.org/gsea/msigdb/cards/ONDER_CDH1_TARGETS_3_UP	0.53784	1.3883	0.074	1	1	0.294	0.158	0.248	1	0.505
PID_PTP1B_PATHWAY	52	http://www.broadinstitute.org/gsea/msigdb/cards/PID_PTP1B_PATHWAY	0.3664	1.3864	0.07847	1	1	0.0962	0.0381	0.0927	1	0.509
VANDESLUIS_COMMD1_TARGETS_GROUP_3_UP	85	http://www.broadinstitute.org/gsea/msigdb/cards/VANDESLUIS_COMMD1_TARGETS_GROUP_3_UP	0.33612	1.384	0.01258	1	1	0.212	0.163	0.178	1	0.509
GREENBAUM_E2A_TARGETS_DN	20	http://www.broadinstitute.org/gsea/msigdb/cards/GREENBAUM_E2A_TARGETS_DN	0.44819	1.3675	0.1077	1	1	0.15	0.0611	0.141	1	0.576
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	34	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	0.43495	1.3644	0.1018	1	1	0.206	0.143	0.177	1	0.578
REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS	16	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS	0.47137	1.361	0.0835	1	1	0.25	0.0903	0.228	1	0.584
BIOCARTA_ACH_PATHWAY	16	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_ACH_PATHWAY	0.41284	1.3605	0.06737	1	1	0.25	0.198	0.201	1	0.577
PID_LPA4_PATHWAY	15	http://www.broadinstitute.org/gsea/msigdb/cards/PID_LPA4_PATHWAY	0.44234	1.36	0.1199	1	1	0.267	0.141	0.229	1	0.575
VALK_AML_CLUSTER_13	28	http://www.broadinstitute.org/gsea/msigdb/cards/VALK_AML_CLUSTER_13	0.43168	1.3593	0.1277	1	1	0.5	0.298	0.352	1	0.558
ACEVEDO_FGFR1_TARGETS_IN_PROSTATE_CANCER_MODEL_DN	292	http://www.broadinstitute.org/gsea/msigdb/cards/ACEVEDO_FGFR1_TARGETS_IN_PROSTATE_CANCER_MODEL_DN	0.31209	1.3563	0.0641	1	1	0.274	0.226	0.214	1	0.563
BRACHAT_RESPONSE_TO_CISPLATIN	21	http://www.broadinstitute.org/gsea/msigdb/cards/BRACHAT_RESPONSE_TO_CISPLATIN	0.46362	1.3532	0.1583	1	1	0.476	0.345	0.312	1	0.567
BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_UP	24	http://www.broadinstitute.org/gsea/msigdb/cards/BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_UP	0.49846	1.3513	0.0894	1	1	0.292	0.0819	0.268	1	0.556
MARSON_FOXP3_CORE_DIRECT_TARGETS	19	http://www.broadinstitute.org/gsea/msigdb/cards/MARSON_FOXP3_CORE_DIRECT_TARGETS	0.51602	1.3506	0.1525	1	1	0.368	0.183	0.301	1	0.552
ROME_INSULIN_TARGETS_IN_MUSCLE_DN	187	http://www.broadinstitute.org/gsea/msigdb/cards/ROME_INSULIN_TARGETS_IN_MUSCLE_DN	0.29195	1.3502	0.02603	1	1	0.219	0.169	0.183	1	0.547
TUOMISTO_TUMOR_SUPPRESSION_BY_COL13A1_UP	16	http://www.broadinstitute.org/gsea/msigdb/cards/TUOMISTO_TUMOR_SUPPRESSION_BY_COL13A1_UP	0.50213	1.3498	0.1193	1	1	0.438	0.165	0.365	1	0.532
BRIDEAU_IMPRINTED_GENES	60	http://www.broadinstitute.org/gsea/msigdb/cards/BRIDEAU_IMPRINTED_GENES	0.37738	1.3427	0.1165	1	1	0.15	0.0557	0.142	1	0.558
GOLDRATH_IMMUNE_MEMORY	62	http://www.broadinstitute.org/gsea/msigdb/cards/GOLDRATH_IMMUNE_MEMORY	0.38004	1.335	0.09586	1	1	0.242	0.143	0.208	1	0.589
RIGGINS_TAMOXIFEN_RESISTANCE_UP	63	http://www.broadinstitute.org/gsea/msigdb/cards/RIGGINS_TAMOXIFEN_RESISTANCE_UP	0.32514	1.3348	0.08824	1	1	0.349	0.259	0.259	1	0.574
GUILLAUMOND_KLF10_TARGETS_DN	30	http://www.broadinstitute.org/gsea/msigdb/cards/GUILLAUMOND_KLF10_TARGETS_DN	0.38532	1.3322	0.09167	1	1	0.233	0.0843	0.214	1	0.575
REACTOME_PI3K_AKT_ACTIVATION	36	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PI3K_AKT_ACTIVATION	0.39835	1.3317	0.1063	1	1	0.139	0.0722	0.129	1	0.562
RODRIGUES_THYROID_CARCINOMA_UP	16	http://www.broadinstitute.org/gsea/msigdb/cards/RODRIGUES_THYROID_CARCINOMA_UP	0.54791	1.3278	0.2186	1	1	0.312	0.142	0.268	1	0.575
ZHOU_INFLAMMATORY_RESPONSE_FIMA_DN	259	http://www.broadinstitute.org/gsea/msigdb/cards/ZHOU_INFLAMMATORY_RESPONSE_FIMA_DN	0.29084	1.3266	0.07234	1	1	0.239	0.177	0.199	1	0.563
VECCHI_GASTRIC_CANCER_EARLY_DN	336	http://www.broadinstitute.org/gsea/msigdb/cards/VECCHI_GASTRIC_CANCER_EARLY_DN	0.33064	1.3243	0.1137	1	1	0.217	0.151	0.187	1	0.56
FARMER_BREAST_CANCER_CLUSTER_7	19	http://www.broadinstitute.org/gsea/msigdb/cards/FARMER_BREAST_CANCER_CLUSTER_7	0.44481	1.3241	0.09903	1	1	0.263	0.119	0.232	1	0.558
FIGUEROA_AML_METHYLATION_CLUSTER_1_UP	111	http://www.broadinstitute.org/gsea/msigdb/cards/FIGUEROA_AML_METHYLATION_CLUSTER_1_UP	0.31105	1.3239	0.06613	1	1	0.153	0.101	0.138	1	0.546
STOSSI_RESPONSE_TO_ESTRADIOL	46	http://www.broadinstitute.org/gsea/msigdb/cards/STOSSI_RESPONSE_TO_ESTRADIOL	0.42156	1.3233	0.1303	1	1	0.304	0.169	0.253	1	0.548
BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_DN	28	http://www.broadinstitute.org/gsea/msigdb/cards/BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_DN	0.41788	1.3223	0.1263	1	1	0.5	0.326	0.338	1	0.543
REACTOME_ERK_MAPK_TARGETS	21	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ERK_MAPK_TARGETS	0.39956	1.3219	0.164	1	1	0.381	0.271	0.278	1	0.534
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_DN	24	http://www.broadinstitute.org/gsea/msigdb/cards/GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_DN	0.40704	1.3215	0.1446	1	1	0.375	0.188	0.305	1	0.532
KEGG_PHENYLALANINE_METABOLISM	17	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_PHENYLALANINE_METABOLISM	0.40869	1.317	0.1417	1	1	0.118	0.0595	0.111	1	0.543
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	36	http://www.broadinstitute.org/gsea/msigdb/cards/SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	0.37772	1.3146	0.1556	1	1	0.111	0.0611	0.104	1	0.544
KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_DN	34	http://www.broadinstitute.org/gsea/msigdb/cards/KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_DN	0.3482	1.3146	0.08108	1	1	0.382	0.214	0.301	1	0.534
PID_RET_PATHWAY	39	http://www.broadinstitute.org/gsea/msigdb/cards/PID_RET_PATHWAY	0.38214	1.3079	0.1255	1	1	0.256	0.175	0.212	1	0.548
BIOCARTA_MTA3_PATHWAY	18	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_MTA3_PATHWAY	0.40547	1.3055	0.1292	1	1	0.444	0.338	0.294	1	0.55
BIOCARTA_TGFB_PATHWAY	19	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_TGFB_PATHWAY	0.48492	1.3049	0.1351	1	1	0.158	0.0196	0.155	1	0.545
NIKOLSKY_BREAST_CANCER_22Q13_AMPLICON	16	http://www.broadinstitute.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_22Q13_AMPLICON	0.61181	1.3017	0.1701	1	1	0.188	0.0705	0.174	1	0.547
MANN_RESPONSE_TO_AMIFOSTINE_UP	19	http://www.broadinstitute.org/gsea/msigdb/cards/MANN_RESPONSE_TO_AMIFOSTINE_UP	0.40955	1.2997	0.1866	1	1	0.421	0.269	0.308	1	0.551
SCHEIDEREIT_IKK_TARGETS	17	http://www.broadinstitute.org/gsea/msigdb/cards/SCHEIDEREIT_IKK_TARGETS	0.40597	1.2989	0.1858	1	1	0.0588	0.00455	0.0586	1	0.541
KIM_GERMINAL_CENTER_T_HELPER_DN	23	http://www.broadinstitute.org/gsea/msigdb/cards/KIM_GERMINAL_CENTER_T_HELPER_DN	0.42656	1.2989	0.103	1	1	0.304	0.159	0.256	1	0.549
NADERI_BREAST_CANCER_PROGNOSIS_DN	18	http://www.broadinstitute.org/gsea/msigdb/cards/NADERI_BREAST_CANCER_PROGNOSIS_DN	0.51765	1.298	0.1596	1	1	0.389	0.092	0.353	1	0.541
BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_DN	45	http://www.broadinstitute.org/gsea/msigdb/cards/BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_DN	0.38217	1.297	0.1711	1	1	0.4	0.289	0.285	1	0.536
PID_ARF6_PATHWAY	35	http://www.broadinstitute.org/gsea/msigdb/cards/PID_ARF6_PATHWAY	0.36019	1.2913	0.1551	1	1	0.143	0.108	0.128	1	0.548
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_UP	22	http://www.broadinstitute.org/gsea/msigdb/cards/GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_UP	0.48495	1.2878	0.2076	1	1	0.227	0.0634	0.213	1	0.556
REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	34	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	0.35004	1.2845	0.1173	1	1	0.176	0.119	0.156	1	0.557
PID_AR_TF_PATHWAY	53	http://www.broadinstitute.org/gsea/msigdb/cards/PID_AR_TF_PATHWAY	0.33745	1.2812	0.1153	1	1	0.113	0.0576	0.107	1	0.561
PID_INSULIN_PATHWAY	45	http://www.broadinstitute.org/gsea/msigdb/cards/PID_INSULIN_PATHWAY	0.36706	1.2784	0.158	1	1	0.244	0.175	0.202	1	0.562
REACTOME_BOTULINUM_NEUROTOXICITY	18	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_BOTULINUM_NEUROTOXICITY	0.43795	1.2766	0.1683	1	1	0.222	0.0903	0.202	1	0.564
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	18	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	0.44486	1.276	0.1423	1	1	0.333	0.191	0.27	1	0.561
REACTOME_STEROID_HORMONES	28	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_STEROID_HORMONES	0.37971	1.2752	0.1497	1	1	0.214	0.119	0.189	1	0.56
VALK_AML_CLUSTER_6	33	http://www.broadinstitute.org/gsea/msigdb/cards/VALK_AML_CLUSTER_6	0.40277	1.2736	0.1278	1	1	0.182	0.0674	0.17	1	0.562
NIELSEN_SYNOVIAL_SARCOMA_UP	18	http://www.broadinstitute.org/gsea/msigdb/cards/NIELSEN_SYNOVIAL_SARCOMA_UP	0.41231	1.2728	0.2101	1	1	0.0556	0.00401	0.0554	1	0.559
DOANE_BREAST_CANCER_CLASSES_UP	70	http://www.broadinstitute.org/gsea/msigdb/cards/DOANE_BREAST_CANCER_CLASSES_UP	0.35153	1.272	0.1752	1	1	0.371	0.276	0.269	1	0.559
MCCABE_HOXC6_TARGETS_CANCER_UP	27	http://www.broadinstitute.org/gsea/msigdb/cards/MCCABE_HOXC6_TARGETS_CANCER_UP	0.33543	1.2717	0.1754	1	1	0.296	0.286	0.212	1	0.551
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	73	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.32331	1.2699	0.136	1	1	0.356	0.229	0.275	1	0.552
FOURNIER_ACINAR_DEVELOPMENT_EARLY_UP	20	http://www.broadinstitute.org/gsea/msigdb/cards/FOURNIER_ACINAR_DEVELOPMENT_EARLY_UP	0.42524	1.2699	0.129	1	1	0.2	0.0766	0.185	1	0.548
ONDER_CDH1_TARGETS_1_UP	134	http://www.broadinstitute.org/gsea/msigdb/cards/ONDER_CDH1_TARGETS_1_UP	0.24702	1.2682	0.09634	1	1	0.201	0.179	0.166	1	0.548
ONGUSAHA_TP53_TARGETS	37	http://www.broadinstitute.org/gsea/msigdb/cards/ONGUSAHA_TP53_TARGETS	0.38251	1.2628	0.222	1	1	0.162	0.116	0.144	1	0.559
MIKKELSEN_IPS_HCP_WITH_H3_UNMETHYLATED	79	http://www.broadinstitute.org/gsea/msigdb/cards/MIKKELSEN_IPS_HCP_WITH_H3_UNMETHYLATED	0.34947	1.2598	0.1748	1	1	0.177	0.119	0.157	1	0.563
ODONNELL_METASTASIS_UP	76	http://www.broadinstitute.org/gsea/msigdb/cards/ODONNELL_METASTASIS_UP	0.29824	1.2565	0.1195	1	1	0.382	0.316	0.262	1	0.573
AMUNDSON_DNA_DAMAGE_RESPONSE_TP53	15	http://www.broadinstitute.org/gsea/msigdb/cards/AMUNDSON_DNA_DAMAGE_RESPONSE_TP53	0.46499	1.2563	0.2081	1	1	0.133	0.0581	0.126	1	0.561
FIGUEROA_AML_METHYLATION_CLUSTER_1_DN	43	http://www.broadinstitute.org/gsea/msigdb/cards/FIGUEROA_AML_METHYLATION_CLUSTER_1_DN	0.35097	1.2557	0.1921	1	1	0.163	0.0992	0.147	1	0.56
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	24	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	0.38708	1.2551	0.1818	1	1	0.375	0.271	0.274	1	0.558
BREUHAHN_GROWTH_FACTOR_SIGNALING_IN_LIVER_CANCER	22	http://www.broadinstitute.org/gsea/msigdb/cards/BREUHAHN_GROWTH_FACTOR_SIGNALING_IN_LIVER_CANCER	0.45468	1.2531	0.15	1	1	0.182	0.0443	0.174	1	0.56
