GS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
CHUNG_BLISTER_CYTOTOXICITY_UP	126	http://www.broadinstitute.org/gsea/msigdb/cards/CHUNG_BLISTER_CYTOTOXICITY_UP	-0.46946	-1.7573	0	0.2935	0.767	0.349	0.21	0.277	0.14977	0.052
HUMMERICH_BENIGN_SKIN_TUMOR_UP	18	http://www.broadinstitute.org/gsea/msigdb/cards/HUMMERICH_BENIGN_SKIN_TUMOR_UP	-0.54768	-1.7528	0.003945	0.29797	0.774	0.278	0.133	0.241	0.15387	0.056
AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3_DN	16	http://www.broadinstitute.org/gsea/msigdb/cards/AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3_DN	-0.59836	-1.7502	0.01765	0.29608	0.78	0.375	0.165	0.313	0.16161	0.056
HOEGERKORP_CD44_TARGETS_TEMPORAL_DN	25	http://www.broadinstitute.org/gsea/msigdb/cards/HOEGERKORP_CD44_TARGETS_TEMPORAL_DN	-0.54406	-1.7461	0.009747	0.30012	0.798	0.36	0.212	0.284	0.16928	0.057
BOSCO_TH1_CYTOTOXIC_MODULE	106	http://www.broadinstitute.org/gsea/msigdb/cards/BOSCO_TH1_CYTOTOXIC_MODULE	-0.49723	-1.7437	0.001822	0.29719	0.806	0.283	0.158	0.239	0.16856	0.056
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_2	43	http://www.broadinstitute.org/gsea/msigdb/cards/SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_2	-0.5614	-1.7411	0.001901	0.29515	0.81	0.279	0.0896	0.254	0.16367	0.054
NADERI_BREAST_CANCER_PROGNOSIS_UP	46	http://www.broadinstitute.org/gsea/msigdb/cards/NADERI_BREAST_CANCER_PROGNOSIS_UP	-0.7405	-1.7367	0	0.30226	0.825	0.435	0.0998	0.392	0.16566	0.057
HALMOS_CEBPA_TARGETS_DN	45	http://www.broadinstitute.org/gsea/msigdb/cards/HALMOS_CEBPA_TARGETS_DN	-0.51403	-1.7359	0.01389	0.29502	0.826	0.244	0.147	0.209	0.16032	0.053
HAHTOLA_SEZARY_SYNDROM_UP	95	http://www.broadinstitute.org/gsea/msigdb/cards/HAHTOLA_SEZARY_SYNDROM_UP	-0.5653	-1.7302	0.008048	0.30457	0.834	0.379	0.129	0.331	0.16984	0.055
CHESLER_BRAIN_HIGHEST_GENETIC_VARIANCE	33	http://www.broadinstitute.org/gsea/msigdb/cards/CHESLER_BRAIN_HIGHEST_GENETIC_VARIANCE	-0.51116	-1.7297	0	0.29681	0.836	0.303	0.109	0.27	0.16541	0.055
NIKOLSKY_BREAST_CANCER_1Q21_AMPLICON	38	http://www.broadinstitute.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_1Q21_AMPLICON	-0.49607	-1.7291	0.01887	0.28951	0.838	0.395	0.236	0.302	0.16111	0.054
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP	30	http://www.broadinstitute.org/gsea/msigdb/cards/LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP	-0.69526	-1.7284	0.002004	0.28346	0.838	0.433	0.114	0.384	0.16138	0.053
SHEPARD_BMYB_TARGETS	67	http://www.broadinstitute.org/gsea/msigdb/cards/SHEPARD_BMYB_TARGETS	-0.71734	-1.7271	0.006073	0.27926	0.839	0.269	0.0152	0.265	0.16011	0.05
PARK_APL_PATHOGENESIS_DN	47	http://www.broadinstitute.org/gsea/msigdb/cards/PARK_APL_PATHOGENESIS_DN	-0.52471	-1.7214	0.03083	0.29186	0.854	0.468	0.267	0.344	0.16984	0.053
ZHENG_GLIOBLASTOMA_PLASTICITY_UP	241	http://www.broadinstitute.org/gsea/msigdb/cards/ZHENG_GLIOBLASTOMA_PLASTICITY_UP	-0.55013	-1.7175	0.003984	0.29603	0.86	0.232	0.0694	0.218	0.1742	0.055
TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_UP	19	http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_UP	-0.63002	-1.7169	0	0.29069	0.86	0.158	0.00938	0.157	0.17907	0.055
GRADE_METASTASIS_DN	42	http://www.broadinstitute.org/gsea/msigdb/cards/GRADE_METASTASIS_DN	-0.54067	-1.7165	0.02564	0.28496	0.86	0.595	0.283	0.427	0.17447	0.049
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_QTL	16	http://www.broadinstitute.org/gsea/msigdb/cards/LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_QTL	-0.62742	-1.7141	0.009709	0.28546	0.864	0.375	0.113	0.333	0.17495	0.049
PID_PRL_SIGNALING_EVENTS_PATHWAY	23	http://www.broadinstitute.org/gsea/msigdb/cards/PID_PRL_SIGNALING_EVENTS_PATHWAY	-0.59021	-1.7139	0.01375	0.27913	0.864	0.609	0.268	0.446	0.17092	0.044
AMUNDSON_GENOTOXIC_SIGNATURE	99	http://www.broadinstitute.org/gsea/msigdb/cards/AMUNDSON_GENOTOXIC_SIGNATURE	-0.45557	-1.7098	0	0.28559	0.867	0.283	0.159	0.239	0.17272	0.046
GOLDRATH_ANTIGEN_RESPONSE	327	http://www.broadinstitute.org/gsea/msigdb/cards/GOLDRATH_ANTIGEN_RESPONSE	-0.53238	-1.7083	0	0.28472	0.869	0.297	0.126	0.263	0.17414	0.046
GROSS_HYPOXIA_VIA_ELK3_ONLY_DN	40	http://www.broadinstitute.org/gsea/msigdb/cards/GROSS_HYPOXIA_VIA_ELK3_ONLY_DN	-0.48977	-1.7071	0.03131	0.28184	0.871	0.425	0.263	0.314	0.1703	0.043
PID_CD8_TCR_PATHWAY	52	http://www.broadinstitute.org/gsea/msigdb/cards/PID_CD8_TCR_PATHWAY	-0.4448	-1.7057	0.01346	0.28011	0.872	0.442	0.301	0.31	0.16651	0.043
LEE_LIVER_CANCER_MYC_E2F1_UP	56	http://www.broadinstitute.org/gsea/msigdb/cards/LEE_LIVER_CANCER_MYC_E2F1_UP	-0.59597	-1.7035	0.01408	0.28174	0.875	0.411	0.178	0.338	0.16921	0.043
SERVITJA_LIVER_HNF1A_TARGETS_UP	131	http://www.broadinstitute.org/gsea/msigdb/cards/SERVITJA_LIVER_HNF1A_TARGETS_UP	-0.50503	-1.7032	0.007767	0.27682	0.875	0.29	0.117	0.258	0.16696	0.043
LANDIS_ERBB2_BREAST_PRENEOPLASTIC_UP	18	http://www.broadinstitute.org/gsea/msigdb/cards/LANDIS_ERBB2_BREAST_PRENEOPLASTIC_UP	-0.72012	-1.7028	0	0.27225	0.875	0.444	0.122	0.39	0.16487	0.04
HU_GENOTOXIC_DAMAGE_24HR	32	http://www.broadinstitute.org/gsea/msigdb/cards/HU_GENOTOXIC_DAMAGE_24HR	-0.48268	-1.7006	0.02642	0.27367	0.877	0.281	0.142	0.242	0.16765	0.041
SHEPARD_CRUSH_AND_BURN_MUTANT_DN	174	http://www.broadinstitute.org/gsea/msigdb/cards/SHEPARD_CRUSH_AND_BURN_MUTANT_DN	-0.53484	-1.6993	0.01403	0.27233	0.88	0.316	0.16	0.267	0.16587	0.039
ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_DN	49	http://www.broadinstitute.org/gsea/msigdb/cards/ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_DN	-0.51295	-1.6987	0	0.26395	0.881	0.51	0.244	0.386	0.15992	0.038
BROWNE_HCMV_INFECTION_6HR_UP	66	http://www.broadinstitute.org/gsea/msigdb/cards/BROWNE_HCMV_INFECTION_6HR_UP	-0.37351	-1.6987	0.02637	0.26907	0.881	0.212	0.161	0.178	0.16306	0.039
BIOCARTA_ETS_PATHWAY	18	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_ETS_PATHWAY	-0.62302	-1.693	0.02729	0.27545	0.89	0.444	0.196	0.358	0.16225	0.04
TSENG_ADIPOGENIC_POTENTIAL_UP	30	http://www.broadinstitute.org/gsea/msigdb/cards/TSENG_ADIPOGENIC_POTENTIAL_UP	-0.49741	-1.6921	0.003922	0.27392	0.89	0.367	0.213	0.289	0.16149	0.04
MATZUK_SPERMATOCYTE	70	http://www.broadinstitute.org/gsea/msigdb/cards/MATZUK_SPERMATOCYTE	-0.47303	-1.6917	0.005714	0.27052	0.89	0.257	0.114	0.228	0.15905	0.039
RIZ_ERYTHROID_DIFFERENTIATION_HBZ	41	http://www.broadinstitute.org/gsea/msigdb/cards/RIZ_ERYTHROID_DIFFERENTIATION_HBZ	-0.48422	-1.691	0.00994	0.26772	0.89	0.268	0.146	0.23	0.16033	0.036
TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_TOP20_UP	20	http://www.broadinstitute.org/gsea/msigdb/cards/TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_TOP20_UP	-0.56302	-1.6904	0.01833	0.26473	0.891	0.45	0.246	0.339	0.15752	0.036
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	17	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	-0.78451	-1.6894	0.01212	0.26332	0.894	0.706	0.14	0.608	0.15624	0.039
LE_NEURONAL_DIFFERENTIATION_DN	19	http://www.broadinstitute.org/gsea/msigdb/cards/LE_NEURONAL_DIFFERENTIATION_DN	-0.69775	-1.686	0.0137	0.27019	0.894	0.474	0.114	0.42	0.16543	0.04
KOBAYASHI_EGFR_SIGNALING_24HR_DN	244	http://www.broadinstitute.org/gsea/msigdb/cards/KOBAYASHI_EGFR_SIGNALING_24HR_DN	-0.70682	-1.6833	0.007952	0.27395	0.902	0.496	0.126	0.438	0.16851	0.04
MARKEY_RB1_CHRONIC_LOF_UP	110	http://www.broadinstitute.org/gsea/msigdb/cards/MARKEY_RB1_CHRONIC_LOF_UP	-0.52874	-1.6757	0	0.29479	0.915	0.391	0.162	0.329	0.18001	0.045
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	23	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	-0.5524	-1.6756	0.009506	0.2905	0.915	0.261	0.107	0.233	0.17711	0.045
SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_DN	29	http://www.broadinstitute.org/gsea/msigdb/cards/SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_DN	-0.52743	-1.6741	0.01266	0.29102	0.916	0.345	0.198	0.277	0.17749	0.043
STEARMAN_TUMOR_FIELD_EFFECT_UP	34	http://www.broadinstitute.org/gsea/msigdb/cards/STEARMAN_TUMOR_FIELD_EFFECT_UP	-0.57608	-1.6716	0.01165	0.29412	0.921	0.382	0.165	0.32	0.177	0.043
ZHANG_RESPONSE_TO_CANTHARIDIN_UP	19	http://www.broadinstitute.org/gsea/msigdb/cards/ZHANG_RESPONSE_TO_CANTHARIDIN_UP	-0.57932	-1.6709	0.005736	0.29175	0.921	0.211	0.0524	0.2	0.17513	0.042
CHEN_ETV5_TARGETS_TESTIS	22	http://www.broadinstitute.org/gsea/msigdb/cards/CHEN_ETV5_TARGETS_TESTIS	-0.72281	-1.6701	0.001916	0.28949	0.923	0.455	0.0788	0.419	0.1744	0.043
PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP	128	http://www.broadinstitute.org/gsea/msigdb/cards/PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP	-0.52748	-1.6692	0.001848	0.28758	0.923	0.344	0.157	0.291	0.17289	0.043
GARCIA_TARGETS_OF_FLI1_AND_DAX1_DN	165	http://www.broadinstitute.org/gsea/msigdb/cards/GARCIA_TARGETS_OF_FLI1_AND_DAX1_DN	-0.46275	-1.6691	0	0.28373	0.923	0.394	0.219	0.31	0.17035	0.043
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_UP	86	http://www.broadinstitute.org/gsea/msigdb/cards/NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_UP	-0.71962	-1.6658	0.006048	0.29052	0.927	0.349	0.0282	0.34	0.17207	0.043
OXFORD_RALA_OR_RALB_TARGETS_UP	47	http://www.broadinstitute.org/gsea/msigdb/cards/OXFORD_RALA_OR_RALB_TARGETS_UP	-0.66855	-1.6655	0.02964	0.28726	0.928	0.404	0.122	0.355	0.16972	0.043
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN	23	http://www.broadinstitute.org/gsea/msigdb/cards/CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN	-0.5015	-1.6631	0.03891	0.29024	0.932	0.783	0.382	0.484	0.17283	0.043
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP	82	http://www.broadinstitute.org/gsea/msigdb/cards/GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP	-0.61143	-1.6624	0.008403	0.28905	0.932	0.28	0.0552	0.266	0.17528	0.043
BASAKI_YBX1_TARGETS_UP	274	http://www.broadinstitute.org/gsea/msigdb/cards/BASAKI_YBX1_TARGETS_UP	-0.59542	-1.662	0.01389	0.28601	0.932	0.347	0.125	0.307	0.17327	0.042
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_DN	57	http://www.broadinstitute.org/gsea/msigdb/cards/STEARMAN_LUNG_CANCER_EARLY_VS_LATE_DN	-0.47781	-1.661	0.02896	0.2854	0.932	0.386	0.23	0.298	0.17279	0.042
REACTOME_MEIOTIC_RECOMBINATION	63	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_MEIOTIC_RECOMBINATION	-0.62285	-1.6607	0.01331	0.28262	0.932	0.476	0.137	0.412	0.17147	0.041
CHICAS_RB1_TARGETS_LOW_SERUM	89	http://www.broadinstitute.org/gsea/msigdb/cards/CHICAS_RB1_TARGETS_LOW_SERUM	-0.5151	-1.6605	0.01029	0.2798	0.935	0.303	0.145	0.26	0.16921	0.041
BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS	29	http://www.broadinstitute.org/gsea/msigdb/cards/BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS	-0.78056	-1.6602	0.02386	0.27691	0.935	0.621	0.146	0.531	0.16823	0.041
LE_EGR2_TARGETS_UP	106	http://www.broadinstitute.org/gsea/msigdb/cards/LE_EGR2_TARGETS_UP	-0.66659	-1.66	0.004107	0.27419	0.935	0.491	0.16	0.414	0.16911	0.039
SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_UP	38	http://www.broadinstitute.org/gsea/msigdb/cards/SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_UP	-0.44896	-1.6593	0.001916	0.27247	0.935	0.421	0.262	0.311	0.16914	0.041
TANAKA_METHYLATED_IN_ESOPHAGEAL_CARCINOMA	100	http://www.broadinstitute.org/gsea/msigdb/cards/TANAKA_METHYLATED_IN_ESOPHAGEAL_CARCINOMA	-0.37371	-1.6592	0	0.2693	0.935	0.13	0.094	0.118	0.16703	0.039
BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE	63	http://www.broadinstitute.org/gsea/msigdb/cards/BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE	-0.49056	-1.6583	0.008403	0.26923	0.937	0.397	0.217	0.312	0.16827	0.039
REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	19	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	-0.53406	-1.6581	0.01807	0.26638	0.937	0.474	0.238	0.361	0.16622	0.039
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM3	68	http://www.broadinstitute.org/gsea/msigdb/cards/SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM3	-0.48425	-1.6565	0.02686	0.26715	0.938	0.353	0.181	0.29	0.16585	0.039
WHITFIELD_CELL_CYCLE_G2	172	http://www.broadinstitute.org/gsea/msigdb/cards/WHITFIELD_CELL_CYCLE_G2	-0.6053	-1.6562	0.005906	0.26489	0.938	0.419	0.153	0.357	0.16387	0.039
ZHANG_ANTIVIRAL_RESPONSE_TO_RIBAVIRIN_UP	29	http://www.broadinstitute.org/gsea/msigdb/cards/ZHANG_ANTIVIRAL_RESPONSE_TO_RIBAVIRIN_UP	-0.6477	-1.6551	0.03846	0.26532	0.942	0.586	0.233	0.45	0.16667	0.039
DACOSTA_ERCC3_ALLELE_XPCS_VS_TTD_UP	27	http://www.broadinstitute.org/gsea/msigdb/cards/DACOSTA_ERCC3_ALLELE_XPCS_VS_TTD_UP	-0.54823	-1.655	0.00409	0.26245	0.942	0.481	0.257	0.358	0.16581	0.039
CHIARETTI_T_ALL_RELAPSE_PROGNOSIS	19	http://www.broadinstitute.org/gsea/msigdb/cards/CHIARETTI_T_ALL_RELAPSE_PROGNOSIS	-0.81094	-1.654	0.01923	0.26232	0.943	0.316	0.0136	0.312	0.16436	0.039
JAZAG_TGFB1_SIGNALING_DN	34	http://www.broadinstitute.org/gsea/msigdb/cards/JAZAG_TGFB1_SIGNALING_DN	-0.48302	-1.6486	0.02419	0.27473	0.949	0.324	0.193	0.261	0.17289	0.041
TSENG_IRS1_TARGETS_UP	109	http://www.broadinstitute.org/gsea/msigdb/cards/TSENG_IRS1_TARGETS_UP	-0.43528	-1.6477	0.003937	0.2741	0.949	0.376	0.219	0.295	0.17332	0.042
PID_NFKAPPAB_ATYPICAL_PATHWAY	16	http://www.broadinstitute.org/gsea/msigdb/cards/PID_NFKAPPAB_ATYPICAL_PATHWAY	-0.55478	-1.6474	0.003992	0.27199	0.955	0.188	0.0813	0.172	0.17183	0.042
DUTERTRE_ESTRADIOL_RESPONSE_24HR_UP	313	http://www.broadinstitute.org/gsea/msigdb/cards/DUTERTRE_ESTRADIOL_RESPONSE_24HR_UP	-0.66081	-1.6456	0.0159	0.27402	0.957	0.454	0.127	0.401	0.17447	0.041
BURTON_ADIPOGENESIS_PEAK_AT_24HR	42	http://www.broadinstitute.org/gsea/msigdb/cards/BURTON_ADIPOGENESIS_PEAK_AT_24HR	-0.77065	-1.6448	0.004115	0.27371	0.957	0.381	0.0496	0.363	0.1737	0.041
HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP	157	http://www.broadinstitute.org/gsea/msigdb/cards/HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_UP	-0.67756	-1.6447	0.012	0.27105	0.957	0.522	0.171	0.436	0.17207	0.041
VECCHI_GASTRIC_CANCER_EARLY_UP	395	http://www.broadinstitute.org/gsea/msigdb/cards/VECCHI_GASTRIC_CANCER_EARLY_UP	-0.59337	-1.6426	0.003906	0.27489	0.965	0.347	0.129	0.307	0.17701	0.042
CHEN_ETV5_TARGETS_SERTOLI	19	http://www.broadinstitute.org/gsea/msigdb/cards/CHEN_ETV5_TARGETS_SERTOLI	-0.63082	-1.6421	0.03239	0.2735	0.965	0.368	0.194	0.297	0.17516	0.042
MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_DN	24	http://www.broadinstitute.org/gsea/msigdb/cards/MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_DN	-0.58456	-1.6418	0.001845	0.27153	0.965	0.458	0.2	0.367	0.17333	0.042
REACTOME_KINESINS	24	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_KINESINS	-0.69831	-1.6417	0.01992	0.26885	0.965	0.292	0.0694	0.272	0.17155	0.042
ZHAN_V2_LATE_DIFFERENTIATION_GENES	41	http://www.broadinstitute.org/gsea/msigdb/cards/ZHAN_V2_LATE_DIFFERENTIATION_GENES	-0.43877	-1.6412	0.02976	0.2675	0.965	0.415	0.249	0.312	0.1698	0.041
REACTOME_MEIOSIS	91	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_MEIOSIS	-0.57141	-1.6409	0.01147	0.26554	0.965	0.418	0.142	0.36	0.16808	0.041
BENPORATH_ES_CORE_NINE_CORRELATED	100	http://www.broadinstitute.org/gsea/msigdb/cards/BENPORATH_ES_CORE_NINE_CORRELATED	-0.49588	-1.6396	0.03414	0.26736	0.967	0.52	0.276	0.378	0.16846	0.042
BLUM_RESPONSE_TO_SALIRASIB_DN	339	http://www.broadinstitute.org/gsea/msigdb/cards/BLUM_RESPONSE_TO_SALIRASIB_DN	-0.57265	-1.6384	0.0122	0.26772	0.967	0.369	0.145	0.32	0.16703	0.042
WANG_CISPLATIN_RESPONSE_AND_XPC_UP	196	http://www.broadinstitute.org/gsea/msigdb/cards/WANG_CISPLATIN_RESPONSE_AND_XPC_UP	-0.49331	-1.6377	0.008475	0.26731	0.967	0.311	0.13	0.273	0.1685	0.042
STANELLE_E2F1_TARGETS	29	http://www.broadinstitute.org/gsea/msigdb/cards/STANELLE_E2F1_TARGETS	-0.55375	-1.637	0.02935	0.26664	0.971	0.207	0.0606	0.195	0.1696	0.042
WATANABE_COLON_CANCER_MSI_VS_MSS_UP	25	http://www.broadinstitute.org/gsea/msigdb/cards/WATANABE_COLON_CANCER_MSI_VS_MSS_UP	-0.43586	-1.6355	0.003846	0.26815	0.971	0.4	0.197	0.321	0.16973	0.042
LEIN_CEREBELLUM_MARKERS	79	http://www.broadinstitute.org/gsea/msigdb/cards/LEIN_CEREBELLUM_MARKERS	-0.3391	-1.632	0.006276	0.27488	0.972	0.19	0.151	0.162	0.17531	0.042
VIETOR_IFRD1_TARGETS	23	http://www.broadinstitute.org/gsea/msigdb/cards/VIETOR_IFRD1_TARGETS	-0.62416	-1.6316	0.01636	0.27291	0.972	0.261	0.0503	0.248	0.17617	0.042
DAZARD_UV_RESPONSE_CLUSTER_G24	26	http://www.broadinstitute.org/gsea/msigdb/cards/DAZARD_UV_RESPONSE_CLUSTER_G24	-0.6072	-1.6315	0.007353	0.27088	0.972	0.423	0.119	0.373	0.17452	0.042
