GS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
CAIRO_HEPATOBLASTOMA_CLASSES_DN	196	http://www.broadinstitute.org/gsea/msigdb/cards/CAIRO_HEPATOBLASTOMA_CLASSES_DN	0.52451	1.6538	0.001916	0.31016	0.878	0.423	0.192	0.345	0.15343	0.061
KAMIKUBO_MYELOID_CEBPA_NETWORK	27	http://www.broadinstitute.org/gsea/msigdb/cards/KAMIKUBO_MYELOID_CEBPA_NETWORK	0.60933	1.6538	0.005988	0.31711	0.877	0.333	0.141	0.287	0.157	0.061
KARLSSON_TGFB1_TARGETS_DN	193	http://www.broadinstitute.org/gsea/msigdb/cards/KARLSSON_TGFB1_TARGETS_DN	0.58969	1.6522	0	0.30995	0.88	0.477	0.176	0.396	0.15343	0.06
GRUETZMANN_PANCREATIC_CANCER_DN	191	http://www.broadinstitute.org/gsea/msigdb/cards/GRUETZMANN_PANCREATIC_CANCER_DN	0.48885	1.6514	0	0.30635	0.883	0.366	0.211	0.292	0.15121	0.058
CHANDRAN_METASTASIS_DN	283	http://www.broadinstitute.org/gsea/msigdb/cards/CHANDRAN_METASTASIS_DN	0.52668	1.6509	0	0.30162	0.884	0.392	0.177	0.327	0.14855	0.057
LEE_LIVER_CANCER_ACOX1_DN	61	http://www.broadinstitute.org/gsea/msigdb/cards/LEE_LIVER_CANCER_ACOX1_DN	0.50315	1.6477	0	0.30711	0.889	0.262	0.11	0.234	0.15	0.06
BIOCARTA_GATA3_PATHWAY	15	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_GATA3_PATHWAY	0.59883	1.6463	0.007874	0.30606	0.893	0.267	0.0502	0.253	0.14852	0.06
BREDEMEYER_RAG_SIGNALING_VIA_ATM_NOT_VIA_NFKB_UP	47	http://www.broadinstitute.org/gsea/msigdb/cards/BREDEMEYER_RAG_SIGNALING_VIA_ATM_NOT_VIA_NFKB_UP	0.62757	1.6428	0.001916	0.31296	0.902	0.447	0.13	0.39	0.15495	0.061
NIELSEN_GIST_VS_SYNOVIAL_SARCOMA_DN	19	http://www.broadinstitute.org/gsea/msigdb/cards/NIELSEN_GIST_VS_SYNOVIAL_SARCOMA_DN	0.70115	1.6411	0.002024	0.3136	0.907	0.421	0.0504	0.4	0.15667	0.061
ST_GA13_PATHWAY	37	http://www.broadinstitute.org/gsea/msigdb/cards/ST_GA13_PATHWAY	0.52795	1.6397	0	0.30762	0.911	0.351	0.19	0.285	0.15408	0.06
MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_DN	64	http://www.broadinstitute.org/gsea/msigdb/cards/MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_DN	0.49743	1.6397	0.002016	0.31325	0.91	0.328	0.119	0.29	0.15704	0.062
BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_DN	31	http://www.broadinstitute.org/gsea/msigdb/cards/BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_DN	0.66405	1.638	0.005906	0.30768	0.916	0.387	0.0956	0.351	0.15623	0.058
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_0	71	http://www.broadinstitute.org/gsea/msigdb/cards/YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_0	0.62956	1.6376	0.001934	0.2985	0.917	0.451	0.136	0.391	0.15291	0.056
GUO_TARGETS_OF_IRS1_AND_IRS2	91	http://www.broadinstitute.org/gsea/msigdb/cards/GUO_TARGETS_OF_IRS1_AND_IRS2	0.5641	1.6376	0	0.30367	0.917	0.396	0.185	0.324	0.15569	0.058
LE_NEURONAL_DIFFERENTIATION_UP	17	http://www.broadinstitute.org/gsea/msigdb/cards/LE_NEURONAL_DIFFERENTIATION_UP	0.61855	1.6361	0.01793	0.29825	0.919	0.353	0.0811	0.325	0.15273	0.055
LEE_LIVER_CANCER_CIPROFIBRATE_DN	64	http://www.broadinstitute.org/gsea/msigdb/cards/LEE_LIVER_CANCER_CIPROFIBRATE_DN	0.4524	1.6354	0	0.29631	0.919	0.219	0.122	0.193	0.15135	0.057
ZHAN_MULTIPLE_MYELOMA_PR_DN	44	http://www.broadinstitute.org/gsea/msigdb/cards/ZHAN_MULTIPLE_MYELOMA_PR_DN	0.68142	1.629	0	0.31568	0.934	0.614	0.195	0.495	0.16682	0.06
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	32	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	0.53699	1.6289	0.006224	0.31056	0.934	0.219	0.0583	0.206	0.16404	0.06
PID_THROMBIN_PAR1_PATHWAY	43	http://www.broadinstitute.org/gsea/msigdb/cards/PID_THROMBIN_PAR1_PATHWAY	0.55827	1.6268	0.00396	0.31378	0.936	0.419	0.211	0.331	0.16589	0.06
PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_DN	20	http://www.broadinstitute.org/gsea/msigdb/cards/PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_DN	0.55882	1.6266	0.005988	0.30931	0.936	0.15	0.0328	0.145	0.16322	0.06
BIOCARTA_ALK_PATHWAY	37	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_ALK_PATHWAY	0.63702	1.6263	0	0.30522	0.936	0.432	0.16	0.364	0.16063	0.058
SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_UP	458	http://www.broadinstitute.org/gsea/msigdb/cards/SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_UP	0.44623	1.6246	0	0.3062	0.937	0.288	0.16	0.248	0.16199	0.057
VERHAAK_GLIOBLASTOMA_NEURAL	122	http://www.broadinstitute.org/gsea/msigdb/cards/VERHAAK_GLIOBLASTOMA_NEURAL	0.53535	1.6218	0.003884	0.31087	0.938	0.418	0.191	0.34	0.16593	0.061
REACTOME_OPIOID_SIGNALLING	74	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_OPIOID_SIGNALLING	0.47053	1.6214	0.002032	0.30788	0.939	0.243	0.119	0.215	0.16409	0.061
BIOCARTA_CK1_PATHWAY	17	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_CK1_PATHWAY	0.6233	1.6174	0.01078	0.31799	0.945	0.353	0.119	0.311	0.16823	0.063
REACTOME_DAG_AND_IP3_SIGNALING	30	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DAG_AND_IP3_SIGNALING	0.48571	1.6158	0.01483	0.31897	0.948	0.2	0.0803	0.184	0.17028	0.063
BIOCARTA_TOB1_PATHWAY	19	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_TOB1_PATHWAY	0.64656	1.6122	0.002024	0.3277	0.954	0.316	0.0794	0.291	0.17521	0.064
CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_UP	169	http://www.broadinstitute.org/gsea/msigdb/cards/CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_UP	0.55524	1.6115	0.001972	0.32595	0.957	0.367	0.157	0.312	0.17375	0.064
PID_BMP_PATHWAY	42	http://www.broadinstitute.org/gsea/msigdb/cards/PID_BMP_PATHWAY	0.54803	1.6098	0.0121	0.32697	0.958	0.476	0.225	0.37	0.17569	0.064
VALK_AML_CLUSTER_11	35	http://www.broadinstitute.org/gsea/msigdb/cards/VALK_AML_CLUSTER_11	0.57996	1.6069	0.001916	0.33287	0.962	0.429	0.134	0.372	0.18018	0.064
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_6	28	http://www.broadinstitute.org/gsea/msigdb/cards/PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_6	0.6946	1.6068	0.007812	0.32879	0.962	0.429	0.0454	0.41	0.17771	0.064
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	67	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.54584	1.6066	0.001934	0.32544	0.962	0.358	0.2	0.288	0.17536	0.064
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	112	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	0.43829	1.6058	0.005988	0.32382	0.963	0.134	0.0583	0.127	0.17675	0.063
WANG_MLL_TARGETS	278	http://www.broadinstitute.org/gsea/msigdb/cards/WANG_MLL_TARGETS	0.47035	1.6048	0	0.32293	0.963	0.27	0.147	0.233	0.17495	0.063
MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_UP	20	http://www.broadinstitute.org/gsea/msigdb/cards/MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_UP	0.72274	1.6036	0.00193	0.32288	0.964	0.55	0.125	0.482	0.17775	0.063
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	38	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	0.56131	1.6033	0	0.31988	0.964	0.447	0.251	0.336	0.17558	0.062
BIOCARTA_VIP_PATHWAY	25	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_VIP_PATHWAY	0.6083	1.6032	0.003781	0.31607	0.964	0.44	0.181	0.361	0.17336	0.062
ENGELMANN_CANCER_PROGENITORS_UP	46	http://www.broadinstitute.org/gsea/msigdb/cards/ENGELMANN_CANCER_PROGENITORS_UP	0.63038	1.6016	0.004049	0.31765	0.965	0.478	0.156	0.405	0.17352	0.064
SMID_BREAST_CANCER_LUMINAL_A_UP	79	http://www.broadinstitute.org/gsea/msigdb/cards/SMID_BREAST_CANCER_LUMINAL_A_UP	0.59163	1.6016	0.0159	0.31373	0.965	0.342	0.127	0.3	0.17138	0.061
WANG_PROSTATE_CANCER_ANDROGEN_INDEPENDENT	58	http://www.broadinstitute.org/gsea/msigdb/cards/WANG_PROSTATE_CANCER_ANDROGEN_INDEPENDENT	0.52131	1.6012	0.002024	0.31153	0.965	0.345	0.128	0.301	0.17207	0.061
BIOCARTA_CHREBP2_PATHWAY	41	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_CHREBP2_PATHWAY	0.48336	1.601	0.002024	0.30849	0.965	0.366	0.218	0.287	0.17048	0.061
WATTEL_AUTONOMOUS_THYROID_ADENOMA_DN	52	http://www.broadinstitute.org/gsea/msigdb/cards/WATTEL_AUTONOMOUS_THYROID_ADENOMA_DN	0.61221	1.6008	0.009709	0.30514	0.965	0.404	0.148	0.345	0.16845	0.057
BIOCARTA_NFAT_PATHWAY	52	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_NFAT_PATHWAY	0.51431	1.5997	0.002028	0.30556	0.967	0.346	0.181	0.284	0.16681	0.056
HARRIS_BRAIN_CANCER_PROGENITORS	43	http://www.broadinstitute.org/gsea/msigdb/cards/HARRIS_BRAIN_CANCER_PROGENITORS	0.5548	1.597	0.01434	0.31112	0.97	0.233	0.0638	0.218	0.16975	0.06
TAKADA_GASTRIC_CANCER_COPY_NUMBER_DN	28	http://www.broadinstitute.org/gsea/msigdb/cards/TAKADA_GASTRIC_CANCER_COPY_NUMBER_DN	0.59479	1.5925	0.01018	0.32472	0.975	0.357	0.113	0.317	0.17655	0.064
INGRAM_SHH_TARGETS_UP	120	http://www.broadinstitute.org/gsea/msigdb/cards/INGRAM_SHH_TARGETS_UP	0.5496	1.5904	0.001965	0.32888	0.977	0.383	0.183	0.315	0.1791	0.064
ZEMBUTSU_SENSITIVITY_TO_METHOTREXATE	17	http://www.broadinstitute.org/gsea/msigdb/cards/ZEMBUTSU_SENSITIVITY_TO_METHOTREXATE	0.53273	1.5887	0.005929	0.33151	0.978	0.235	0.104	0.211	0.18186	0.065
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	46	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	0.46105	1.5886	0.003937	0.32792	0.978	0.109	0.063	0.102	0.17984	0.063
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	55	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0.51692	1.5878	0.0149	0.32384	0.978	0.164	0.0431	0.157	0.17771	0.062
MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_DN	151	http://www.broadinstitute.org/gsea/msigdb/cards/MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_DN	0.50005	1.5878	0.001916	0.32723	0.978	0.424	0.217	0.334	0.17967	0.063
ACEVEDO_FGFR1_TARGETS_IN_PROSTATE_CANCER_MODEL_DN	289	http://www.broadinstitute.org/gsea/msigdb/cards/ACEVEDO_FGFR1_TARGETS_IN_PROSTATE_CANCER_MODEL_DN	0.42849	1.5877	0	0.32047	0.978	0.249	0.153	0.214	0.1758	0.062
GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_DN	19	http://www.broadinstitute.org/gsea/msigdb/cards/GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_DN	0.67758	1.5872	0.003945	0.31887	0.978	0.421	0.0762	0.389	0.17428	0.06
FONTAINE_PAPILLARY_THYROID_CARCINOMA_DN	71	http://www.broadinstitute.org/gsea/msigdb/cards/FONTAINE_PAPILLARY_THYROID_CARCINOMA_DN	0.42494	1.5817	0.002062	0.33616	0.981	0.211	0.144	0.181	0.18953	0.066
BIOCARTA_AKT_PATHWAY	22	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_AKT_PATHWAY	0.59498	1.5814	0.001972	0.33358	0.981	0.409	0.185	0.334	0.18756	0.066
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_UP	33	http://www.broadinstitute.org/gsea/msigdb/cards/HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_UP	0.61929	1.5814	0.01217	0.3302	0.981	0.515	0.153	0.437	0.18562	0.064
WONG_ENDMETRIUM_CANCER_DN	76	http://www.broadinstitute.org/gsea/msigdb/cards/WONG_ENDMETRIUM_CANCER_DN	0.65881	1.5802	0.01931	0.33074	0.981	0.329	0.0832	0.303	0.18716	0.064
RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN	483	http://www.broadinstitute.org/gsea/msigdb/cards/RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN	0.57208	1.5801	0	0.32773	0.981	0.487	0.183	0.407	0.18527	0.062
GRADE_COLON_AND_RECTAL_CANCER_DN	100	http://www.broadinstitute.org/gsea/msigdb/cards/GRADE_COLON_AND_RECTAL_CANCER_DN	0.46006	1.5785	0	0.32952	0.981	0.27	0.125	0.237	0.18621	0.063
STAMBOLSKY_BOUND_BY_MUTATED_TP53	16	http://www.broadinstitute.org/gsea/msigdb/cards/STAMBOLSKY_BOUND_BY_MUTATED_TP53	0.65785	1.5784	0.01912	0.32674	0.981	0.375	0.109	0.334	0.18459	0.062
CHANDRAN_METASTASIS_TOP50_DN	43	http://www.broadinstitute.org/gsea/msigdb/cards/CHANDRAN_METASTASIS_TOP50_DN	0.55709	1.5782	0.003724	0.32459	0.981	0.419	0.221	0.327	0.18304	0.062
ELLWOOD_MYC_TARGETS_DN	38	http://www.broadinstitute.org/gsea/msigdb/cards/ELLWOOD_MYC_TARGETS_DN	0.59224	1.577	0.01946	0.32495	0.981	0.579	0.252	0.434	0.18338	0.062
TOMLINS_PROSTATE_CANCER_DN	40	http://www.broadinstitute.org/gsea/msigdb/cards/TOMLINS_PROSTATE_CANCER_DN	0.66462	1.5754	0.01212	0.32743	0.981	0.55	0.134	0.477	0.18559	0.062
REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE	15	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE	0.61014	1.5751	0.01927	0.32538	0.981	0.333	0.0998	0.3	0.18511	0.061
NABA_PROTEOGLYCANS	35	http://www.broadinstitute.org/gsea/msigdb/cards/NABA_PROTEOGLYCANS	0.53203	1.5743	0.02037	0.32532	0.981	0.143	0.00476	0.142	0.18684	0.061
REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS	42	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS	0.51662	1.5737	0.006048	0.32432	0.981	0.238	0.0583	0.225	0.18588	0.062
LEIN_CHOROID_PLEXUS_MARKERS	94	http://www.broadinstitute.org/gsea/msigdb/cards/LEIN_CHOROID_PLEXUS_MARKERS	0.52439	1.5733	0.001923	0.3229	0.982	0.309	0.128	0.27	0.18488	0.061
BIOCARTA_PPARA_PATHWAY	54	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_PPARA_PATHWAY	0.53503	1.5732	0.00789	0.32	0.982	0.407	0.199	0.327	0.18318	0.061
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	255	http://www.broadinstitute.org/gsea/msigdb/cards/HOSHIDA_LIVER_CANCER_SUBCLASS_S3	0.41711	1.5712	0.003937	0.32472	0.984	0.365	0.239	0.281	0.18755	0.062
PID_NEPHRIN_NEPH1_PATHWAY	31	http://www.broadinstitute.org/gsea/msigdb/cards/PID_NEPHRIN_NEPH1_PATHWAY	0.50919	1.5709	0.00207	0.32275	0.984	0.387	0.166	0.323	0.18586	0.061
