GS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	83	http://www.broadinstitute.org/gsea/msigdb/cards/FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	-0.56263	-1.6913	0.02857	1	0.806	0.53	0.235	0.407	0.62818	0.354
NIELSEN_GIST_AND_SYNOVIAL_SARCOMA_DN	20	http://www.broadinstitute.org/gsea/msigdb/cards/NIELSEN_GIST_AND_SYNOVIAL_SARCOMA_DN	-0.69627	-1.6907	0.02028	1	0.81	0.7	0.189	0.568	0.57986	0.331
MARKEY_RB1_CHRONIC_LOF_DN	111	http://www.broadinstitute.org/gsea/msigdb/cards/MARKEY_RB1_CHRONIC_LOF_DN	-0.44541	-1.687	0.02481	1	0.822	0.315	0.166	0.264	0.56544	0.325
VALK_AML_CLUSTER_4	28	http://www.broadinstitute.org/gsea/msigdb/cards/VALK_AML_CLUSTER_4	-0.52227	-1.6763	0.01793	1	0.837	0.357	0.158	0.301	0.60211	0.332
ONO_FOXP3_TARGETS_DN	41	http://www.broadinstitute.org/gsea/msigdb/cards/ONO_FOXP3_TARGETS_DN	-0.5508	-1.6689	0.009652	1	0.851	0.366	0.129	0.319	0.59123	0.342
OLSSON_E2F3_TARGETS_UP	28	http://www.broadinstitute.org/gsea/msigdb/cards/OLSSON_E2F3_TARGETS_UP	-0.47251	-1.6653	0.01359	1	0.861	0.286	0.157	0.241	0.57404	0.337
DAWSON_METHYLATED_IN_LYMPHOMA_TCL1	56	http://www.broadinstitute.org/gsea/msigdb/cards/DAWSON_METHYLATED_IN_LYMPHOMA_TCL1	-0.43698	-1.659	0	1	0.87	0.464	0.238	0.354	0.59972	0.338
CHEN_ETV5_TARGETS_SERTOLI	19	http://www.broadinstitute.org/gsea/msigdb/cards/CHEN_ETV5_TARGETS_SERTOLI	-0.7054	-1.6567	0.01351	1	0.872	0.579	0.153	0.491	0.58605	0.33
ZHAN_MULTIPLE_MYELOMA_SPIKED	21	http://www.broadinstitute.org/gsea/msigdb/cards/ZHAN_MULTIPLE_MYELOMA_SPIKED	-0.63014	-1.655	0.004024	1	0.874	0.619	0.281	0.445	0.56932	0.32
BIOCARTA_IL10_PATHWAY	16	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_IL10_PATHWAY	-0.58044	-1.6534	0.01165	1	0.876	0.25	0.0876	0.228	0.54751	0.303
CONRAD_STEM_CELL	39	http://www.broadinstitute.org/gsea/msigdb/cards/CONRAD_STEM_CELL	-0.46815	-1.6511	0.02	1	0.882	0.308	0.156	0.26	0.53573	0.302
MCLACHLAN_DENTAL_CARIES_DN	220	http://www.broadinstitute.org/gsea/msigdb/cards/MCLACHLAN_DENTAL_CARIES_DN	-0.49313	-1.6496	0.03346	0.97049	0.884	0.45	0.191	0.367	0.52046	0.287
LI_WILMS_TUMOR	26	http://www.broadinstitute.org/gsea/msigdb/cards/LI_WILMS_TUMOR	-0.50597	-1.6483	0.001984	0.94273	0.889	0.346	0.159	0.291	0.50511	0.275
ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP	102	http://www.broadinstitute.org/gsea/msigdb/cards/ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP	-0.51665	-1.6442	0.03295	0.93659	0.894	0.392	0.178	0.324	0.50756	0.272
LINDSTEDT_DENDRITIC_CELL_MATURATION_A	64	http://www.broadinstitute.org/gsea/msigdb/cards/LINDSTEDT_DENDRITIC_CELL_MATURATION_A	-0.54577	-1.636	0.02724	0.97042	0.903	0.484	0.221	0.378	0.53588	0.294
WIEDERSCHAIN_TARGETS_OF_BMI1_AND_PCGF2	55	http://www.broadinstitute.org/gsea/msigdb/cards/WIEDERSCHAIN_TARGETS_OF_BMI1_AND_PCGF2	-0.51549	-1.6311	0.03156	0.97396	0.907	0.618	0.315	0.424	0.53143	0.296
RUAN_RESPONSE_TO_TROGLITAZONE_UP	25	http://www.broadinstitute.org/gsea/msigdb/cards/RUAN_RESPONSE_TO_TROGLITAZONE_UP	-0.44226	-1.6304	0.009652	0.94475	0.909	0.56	0.321	0.381	0.51245	0.286
CHIARETTI_T_ALL_REFRACTORY_TO_THERAPY	28	http://www.broadinstitute.org/gsea/msigdb/cards/CHIARETTI_T_ALL_REFRACTORY_TO_THERAPY	-0.54487	-1.63	0.01536	0.91512	0.91	0.429	0.142	0.368	0.50069	0.273
PAL_PRMT5_TARGETS_DN	29	http://www.broadinstitute.org/gsea/msigdb/cards/PAL_PRMT5_TARGETS_DN	-0.58279	-1.6273	0.05437	0.90659	0.917	0.414	0.188	0.336	0.51039	0.265
GREENBAUM_E2A_TARGETS_DN	20	http://www.broadinstitute.org/gsea/msigdb/cards/GREENBAUM_E2A_TARGETS_DN	-0.58595	-1.6265	0.05336	0.88268	0.918	0.4	0.16	0.336	0.49875	0.261
WALLACE_PROSTATE_CANCER_RACE_UP	275	http://www.broadinstitute.org/gsea/msigdb/cards/WALLACE_PROSTATE_CANCER_RACE_UP	-0.52131	-1.6168	0.04688	0.9325	0.932	0.502	0.232	0.389	0.548	0.278
MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_UP	25	http://www.broadinstitute.org/gsea/msigdb/cards/MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_UP	-0.52659	-1.6139	0.01536	0.92671	0.934	0.32	0.096	0.29	0.53695	0.278
GENTLES_LEUKEMIC_STEM_CELL_DN	19	http://www.broadinstitute.org/gsea/msigdb/cards/GENTLES_LEUKEMIC_STEM_CELL_DN	-0.59709	-1.6122	0.003676	0.91244	0.935	0.421	0.102	0.379	0.5353	0.272
WIELAND_UP_BY_HBV_INFECTION	95	http://www.broadinstitute.org/gsea/msigdb/cards/WIELAND_UP_BY_HBV_INFECTION	-0.55273	-1.6104	0.0699	0.90005	0.937	0.453	0.223	0.353	0.52977	0.268
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_UP	48	http://www.broadinstitute.org/gsea/msigdb/cards/DUNNE_TARGETS_OF_AML1_MTG8_FUSION_UP	-0.53882	-1.6091	0.00994	0.88401	0.94	0.667	0.328	0.449	0.52893	0.262
JAATINEN_HEMATOPOIETIC_STEM_CELL_DN	215	http://www.broadinstitute.org/gsea/msigdb/cards/JAATINEN_HEMATOPOIETIC_STEM_CELL_DN	-0.46628	-1.6076	0.04528	0.87223	0.943	0.516	0.305	0.362	0.52186	0.258
TIAN_TNF_SIGNALING_VIA_NFKB	27	http://www.broadinstitute.org/gsea/msigdb/cards/TIAN_TNF_SIGNALING_VIA_NFKB	-0.65612	-1.6049	0.06142	0.86815	0.946	0.481	0.138	0.416	0.51615	0.257
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	56	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	-0.53402	-1.6042	0.03854	0.85192	0.948	0.518	0.248	0.39	0.51878	0.255
RADAEVA_RESPONSE_TO_IFNA1_UP	52	http://www.broadinstitute.org/gsea/msigdb/cards/RADAEVA_RESPONSE_TO_IFNA1_UP	-0.51199	-1.6021	0.04912	0.84649	0.949	0.327	0.138	0.282	0.50876	0.248
PRAMOONJAGO_SOX4_TARGETS_UP	51	http://www.broadinstitute.org/gsea/msigdb/cards/PRAMOONJAGO_SOX4_TARGETS_UP	-0.54871	-1.6004	0.05488	0.83805	0.953	0.412	0.19	0.334	0.50356	0.247
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_1	45	http://www.broadinstitute.org/gsea/msigdb/cards/PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_1	-0.53942	-1.5998	0.05469	0.82155	0.955	0.511	0.221	0.399	0.49157	0.237
PLASARI_NFIC_TARGETS_BASAL_DN	17	http://www.broadinstitute.org/gsea/msigdb/cards/PLASARI_NFIC_TARGETS_BASAL_DN	-0.64238	-1.5977	0.04118	0.81752	0.956	0.529	0.113	0.47	0.48793	0.239
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_DN	29	http://www.broadinstitute.org/gsea/msigdb/cards/TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_DN	-0.54101	-1.5961	0.01378	0.8099	0.957	0.448	0.163	0.376	0.48316	0.238
BAUS_TFF2_TARGETS_UP	31	http://www.broadinstitute.org/gsea/msigdb/cards/BAUS_TFF2_TARGETS_UP	-0.50521	-1.5953	0.04398	0.79706	0.958	0.387	0.209	0.307	0.47522	0.232
HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_DN	63	http://www.broadinstitute.org/gsea/msigdb/cards/HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_DN	-0.51469	-1.5939	0.01341	0.78862	0.958	0.778	0.416	0.456	0.48025	0.23
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP	69	http://www.broadinstitute.org/gsea/msigdb/cards/NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP	-0.63334	-1.591	0.02734	0.79197	0.963	0.609	0.21	0.482	0.48024	0.23
LENAOUR_DENDRITIC_CELL_MATURATION_DN	125	http://www.broadinstitute.org/gsea/msigdb/cards/LENAOUR_DENDRITIC_CELL_MATURATION_DN	-0.43046	-1.5903	0.02662	0.78086	0.963	0.384	0.196	0.31	0.47957	0.229
BOYLAN_MULTIPLE_MYELOMA_PCA1_UP	97	http://www.broadinstitute.org/gsea/msigdb/cards/BOYLAN_MULTIPLE_MYELOMA_PCA1_UP	-0.46075	-1.5902	0.01738	0.7654	0.963	0.505	0.24	0.385	0.46979	0.223
LIU_VAV3_PROSTATE_CARCINOGENESIS_UP	83	http://www.broadinstitute.org/gsea/msigdb/cards/LIU_VAV3_PROSTATE_CARCINOGENESIS_UP	-0.49945	-1.5848	0.07087	0.78556	0.965	0.422	0.182	0.346	0.48762	0.227
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	23	http://www.broadinstitute.org/gsea/msigdb/cards/LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	-0.56714	-1.5834	0.03482	0.77904	0.966	0.478	0.189	0.388	0.48281	0.226
YAN_ESCAPE_FROM_ANOIKIS	24	http://www.broadinstitute.org/gsea/msigdb/cards/YAN_ESCAPE_FROM_ANOIKIS	-0.63537	-1.5829	0.0444	0.76774	0.966	0.458	0.169	0.381	0.47766	0.225
PID_IL23_PATHWAY	37	http://www.broadinstitute.org/gsea/msigdb/cards/PID_IL23_PATHWAY	-0.47203	-1.5823	0.04546	0.75646	0.966	0.351	0.135	0.304	0.47414	0.22
PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_UP	31	http://www.broadinstitute.org/gsea/msigdb/cards/PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_UP	-0.54896	-1.5806	0.05859	0.754	0.966	0.548	0.228	0.424	0.47225	0.218
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	35	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GLYCOSPHINGOLIPID_METABOLISM	-0.43223	-1.5798	0.03018	0.74523	0.966	0.429	0.254	0.32	0.4669	0.216
VERHAAK_AML_WITH_NPM1_MUTATED_UP	168	http://www.broadinstitute.org/gsea/msigdb/cards/VERHAAK_AML_WITH_NPM1_MUTATED_UP	-0.45032	-1.5781	0.03599	0.74313	0.968	0.417	0.202	0.335	0.46721	0.216
LIANG_SILENCED_BY_METHYLATION_2	52	http://www.broadinstitute.org/gsea/msigdb/cards/LIANG_SILENCED_BY_METHYLATION_2	-0.62527	-1.5735	0.05182	0.75674	0.969	0.538	0.169	0.449	0.47364	0.222
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	54	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	-0.54137	-1.5725	0.02913	0.75015	0.972	0.519	0.205	0.413	0.46783	0.219
TAVOR_CEBPA_TARGETS_DN	29	http://www.broadinstitute.org/gsea/msigdb/cards/TAVOR_CEBPA_TARGETS_DN	-0.52177	-1.5722	0.07227	0.73968	0.972	0.414	0.2	0.331	0.46051	0.215
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_DN	196	http://www.broadinstitute.org/gsea/msigdb/cards/TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_DN	-0.37775	-1.5706	0.01134	0.73667	0.973	0.342	0.204	0.274	0.45993	0.217
KEGG_TYPE_I_DIABETES_MELLITUS	38	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_TYPE_I_DIABETES_MELLITUS	-0.52543	-1.5688	0.02907	0.7343	0.975	0.684	0.398	0.412	0.45289	0.216
ZHAN_MULTIPLE_MYELOMA_DN	40	http://www.broadinstitute.org/gsea/msigdb/cards/ZHAN_MULTIPLE_MYELOMA_DN	-0.48911	-1.5658	0.03366	0.73959	0.976	0.55	0.231	0.423	0.45951	0.213
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN	137	http://www.broadinstitute.org/gsea/msigdb/cards/TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN	-0.39325	-1.5641	0.01721	0.73856	0.976	0.409	0.232	0.316	0.46279	0.213
SHAFFER_IRF4_TARGETS_IN_PLASMA_CELL_VS_MATURE_B_LYMPHOCYTE	65	http://www.broadinstitute.org/gsea/msigdb/cards/SHAFFER_IRF4_TARGETS_IN_PLASMA_CELL_VS_MATURE_B_LYMPHOCYTE	-0.48908	-1.5624	0.06188	0.73689	0.976	0.308	0.112	0.274	0.46109	0.215
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	22	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	-0.53815	-1.5617	0.06312	0.7193	0.976	0.273	0.102	0.245	0.44712	0.208
MOREIRA_RESPONSE_TO_TSA_DN	18	http://www.broadinstitute.org/gsea/msigdb/cards/MOREIRA_RESPONSE_TO_TSA_DN	-0.53661	-1.5617	0.02564	0.73029	0.976	0.722	0.23	0.556	0.454	0.216
ZHANG_ANTIVIRAL_RESPONSE_TO_RIBAVIRIN_UP	29	http://www.broadinstitute.org/gsea/msigdb/cards/ZHANG_ANTIVIRAL_RESPONSE_TO_RIBAVIRIN_UP	-0.56752	-1.5616	0.06374	0.70898	0.976	0.517	0.203	0.413	0.44215	0.203
SCIAN_INVERSED_TARGETS_OF_TP53_AND_TP73_DN	29	http://www.broadinstitute.org/gsea/msigdb/cards/SCIAN_INVERSED_TARGETS_OF_TP53_AND_TP73_DN	-0.43015	-1.5614	0.05747	0.69964	0.976	0.448	0.269	0.328	0.43871	0.199
POOLA_INVASIVE_BREAST_CANCER_UP	267	http://www.broadinstitute.org/gsea/msigdb/cards/POOLA_INVASIVE_BREAST_CANCER_UP	-0.48862	-1.5602	0.06464	0.6959	0.978	0.416	0.2	0.336	0.43875	0.196
REACTOME_COMPLEMENT_CASCADE	28	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_COMPLEMENT_CASCADE	-0.51026	-1.5568	0.01897	0.70525	0.981	0.464	0.161	0.39	0.45093	0.199
NADLER_OBESITY_UP	59	http://www.broadinstitute.org/gsea/msigdb/cards/NADLER_OBESITY_UP	-0.52021	-1.5543	0.09021	0.70994	0.982	0.525	0.269	0.385	0.45113	0.199
BOYAULT_LIVER_CANCER_SUBCLASS_G5_DN	26	http://www.broadinstitute.org/gsea/msigdb/cards/BOYAULT_LIVER_CANCER_SUBCLASS_G5_DN	-0.57271	-1.5541	0.08266	0.70116	0.982	0.423	0.157	0.357	0.44574	0.195
MAHADEVAN_RESPONSE_TO_MP470_DN	19	http://www.broadinstitute.org/gsea/msigdb/cards/MAHADEVAN_RESPONSE_TO_MP470_DN	-0.70515	-1.5537	0.05697	0.69376	0.983	0.579	0.165	0.484	0.43991	0.192
PID_IL4_2PATHWAY	61	http://www.broadinstitute.org/gsea/msigdb/cards/PID_IL4_2PATHWAY	-0.39238	-1.553	0.03495	0.6878	0.983	0.541	0.378	0.337	0.43406	0.19
YU_MYC_TARGETS_DN	51	http://www.broadinstitute.org/gsea/msigdb/cards/YU_MYC_TARGETS_DN	-0.46377	-1.5518	0.03269	0.68513	0.983	0.255	0.0889	0.233	0.43154	0.187
AMIT_EGF_RESPONSE_60_MCF10A	37	http://www.broadinstitute.org/gsea/msigdb/cards/AMIT_EGF_RESPONSE_60_MCF10A	-0.68256	-1.5516	0.07045	0.67717	0.983	0.595	0.144	0.51	0.42872	0.187
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN	64	http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN	-0.44053	-1.5501	0.0159	0.67644	0.988	0.344	0.148	0.293	0.42883	0.185
CADWELL_ATG16L1_TARGETS_UP	88	http://www.broadinstitute.org/gsea/msigdb/cards/CADWELL_ATG16L1_TARGETS_UP	-0.42238	-1.5497	0.01536	0.6696	0.988	0.443	0.282	0.319	0.4238	0.185
ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION	124	http://www.broadinstitute.org/gsea/msigdb/cards/ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION	-0.51794	-1.5484	0.06783	0.66848	0.988	0.484	0.219	0.38	0.42853	0.187
HECKER_IFNB1_TARGETS	90	http://www.broadinstitute.org/gsea/msigdb/cards/HECKER_IFNB1_TARGETS	-0.53323	-1.5443	0.07386	0.68194	0.99	0.433	0.171	0.36	0.43682	0.188
BASSO_CD40_SIGNALING_UP	99	http://www.broadinstitute.org/gsea/msigdb/cards/BASSO_CD40_SIGNALING_UP	-0.46688	-1.5435	0.05114	0.67761	0.99	0.465	0.246	0.352	0.43399	0.188
LIAN_LIPA_TARGETS_3M	57	http://www.broadinstitute.org/gsea/msigdb/cards/LIAN_LIPA_TARGETS_3M	-0.51357	-1.5377	0.02434	0.70112	0.992	0.368	0.185	0.301	0.45289	0.2
BOQUEST_STEM_CELL_DN	208	http://www.broadinstitute.org/gsea/msigdb/cards/BOQUEST_STEM_CELL_DN	-0.40237	-1.5376	0.05461	0.69337	0.992	0.462	0.284	0.333	0.44765	0.195
DAVIES_MULTIPLE_MYELOMA_VS_MGUS_DN	27	http://www.broadinstitute.org/gsea/msigdb/cards/DAVIES_MULTIPLE_MYELOMA_VS_MGUS_DN	-0.48994	-1.5371	0.07129	0.68775	0.992	0.444	0.204	0.354	0.44236	0.189
PARK_TRETINOIN_RESPONSE_AND_PML_RARA_FUSION	30	http://www.broadinstitute.org/gsea/msigdb/cards/PARK_TRETINOIN_RESPONSE_AND_PML_RARA_FUSION	-0.55204	-1.5366	0.0159	0.68242	0.992	0.4	0.148	0.341	0.43887	0.186
NIKOLSKY_BREAST_CANCER_5P15_AMPLICON	25	http://www.broadinstitute.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_5P15_AMPLICON	-0.5349	-1.5339	0.01138	0.68803	0.994	0.92	0.441	0.515	0.44575	0.19
GAURNIER_PSMD4_TARGETS	66	http://www.broadinstitute.org/gsea/msigdb/cards/GAURNIER_PSMD4_TARGETS	-0.54496	-1.5337	0.05577	0.68064	0.994	0.379	0.161	0.319	0.44062	0.187
BIOCARTA_AMI_PATHWAY	20	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_AMI_PATHWAY	-0.54297	-1.5312	0.02524	0.68652	0.994	0.65	0.322	0.441	0.44383	0.19
DAUER_STAT3_TARGETS_UP	48	http://www.broadinstitute.org/gsea/msigdb/cards/DAUER_STAT3_TARGETS_UP	-0.52368	-1.5306	0.07042	0.68221	0.994	0.438	0.203	0.349	0.44607	0.186
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	16	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	-0.49049	-1.5292	0.005703	0.68193	0.994	0.438	0.233	0.336	0.44623	0.189
NIKOLSKY_BREAST_CANCER_1Q21_AMPLICON	38	http://www.broadinstitute.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_1Q21_AMPLICON	-0.5095	-1.5288	0.00998	0.67628	0.994	0.816	0.434	0.463	0.44301	0.188
WESTON_VEGFA_TARGETS_3HR	72	http://www.broadinstitute.org/gsea/msigdb/cards/WESTON_VEGFA_TARGETS_3HR	-0.45832	-1.5286	0.07573	0.66977	0.994	0.431	0.24	0.328	0.4382	0.185
SU_SALIVARY_GLAND	15	http://www.broadinstitute.org/gsea/msigdb/cards/SU_SALIVARY_GLAND	-0.49589	-1.5274	0.01544	0.66847	0.994	0.333	0.134	0.289	0.43615	0.187
TSUNODA_CISPLATIN_RESISTANCE_UP	15	http://www.broadinstitute.org/gsea/msigdb/cards/TSUNODA_CISPLATIN_RESISTANCE_UP	-0.74415	-1.5265	0.05792	0.66601	0.994	0.8	0.186	0.652	0.43873	0.185
VILIMAS_NOTCH1_TARGETS_UP	51	http://www.broadinstitute.org/gsea/msigdb/cards/VILIMAS_NOTCH1_TARGETS_UP	-0.56571	-1.5241	0.03442	0.67116	0.994	0.569	0.203	0.454	0.45188	0.189
HAN_JNK_SINGALING_DN	38	http://www.broadinstitute.org/gsea/msigdb/cards/HAN_JNK_SINGALING_DN	-0.51327	-1.5233	0.03953	0.66798	0.994	0.474	0.199	0.38	0.4486	0.188
ONO_AML1_TARGETS_UP	23	http://www.broadinstitute.org/gsea/msigdb/cards/ONO_AML1_TARGETS_UP	-0.61275	-1.5216	0.05762	0.66959	0.994	0.565	0.145	0.484	0.44787	0.188
PID_IL12_2PATHWAY	61	http://www.broadinstitute.org/gsea/msigdb/cards/PID_IL12_2PATHWAY	-0.44559	-1.5209	0.06107	0.66657	0.994	0.557	0.332	0.373	0.44832	0.186
CASTELLANO_NRAS_TARGETS_UP	64	http://www.broadinstitute.org/gsea/msigdb/cards/CASTELLANO_NRAS_TARGETS_UP	-0.40876	-1.5196	0.07905	0.66631	0.994	0.312	0.178	0.258	0.45134	0.186
KLEIN_TARGETS_OF_BCR_ABL1_FUSION	44	http://www.broadinstitute.org/gsea/msigdb/cards/KLEIN_TARGETS_OF_BCR_ABL1_FUSION	-0.49014	-1.5176	0.02281	0.66968	0.994	0.523	0.297	0.368	0.45296	0.186
CHIBA_RESPONSE_TO_TSA_UP	49	http://www.broadinstitute.org/gsea/msigdb/cards/CHIBA_RESPONSE_TO_TSA_UP	-0.49046	-1.5176	0.08507	0.66324	0.994	0.367	0.176	0.303	0.44848	0.186
LOPES_METHYLATED_IN_COLON_CANCER_UP	27	http://www.broadinstitute.org/gsea/msigdb/cards/LOPES_METHYLATED_IN_COLON_CANCER_UP	-0.52097	-1.5167	0.06693	0.661	0.994	0.407	0.193	0.329	0.44506	0.185
WESTON_VEGFA_TARGETS	105	http://www.broadinstitute.org/gsea/msigdb/cards/WESTON_VEGFA_TARGETS	-0.46608	-1.5161	0.06587	0.65764	0.994	0.448	0.24	0.342	0.44177	0.185
CEBALLOS_TARGETS_OF_TP53_AND_MYC_UP	21	http://www.broadinstitute.org/gsea/msigdb/cards/CEBALLOS_TARGETS_OF_TP53_AND_MYC_UP	-0.54055	-1.5153	0.08721	0.65517	0.994	0.381	0.147	0.325	0.43805	0.185
PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_DN	29	http://www.broadinstitute.org/gsea/msigdb/cards/PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_DN	-0.51573	-1.5142	0.04418	0.65448	0.994	0.483	0.219	0.378	0.43449	0.184
ST_WNT_CA2_CYCLIC_GMP_PATHWAY	20	http://www.broadinstitute.org/gsea/msigdb/cards/ST_WNT_CA2_CYCLIC_GMP_PATHWAY	-0.37811	-1.513	0.04142	0.65398	0.994	0.45	0.301	0.315	0.44455	0.185
THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_UP	75	http://www.broadinstitute.org/gsea/msigdb/cards/THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_UP	-0.48517	-1.5115	0.08383	0.65518	0.997	0.253	0.097	0.229	0.44867	0.188
HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN	74	http://www.broadinstitute.org/gsea/msigdb/cards/HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN	-0.51995	-1.5114	0.09002	0.6494	0.997	0.473	0.204	0.378	0.44452	0.182
PID_AP1_PATHWAY	67	http://www.broadinstitute.org/gsea/msigdb/cards/PID_AP1_PATHWAY	-0.45226	-1.5096	0.09162	0.65236	0.997	0.433	0.265	0.319	0.4442	0.182
