GS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
NIKOLSKY_BREAST_CANCER_1Q21_AMPLICON	38	http://www.broadinstitute.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_1Q21_AMPLICON	-0.55521	-1.8213	0.004386	0.26929	0.627	0.684	0.319	0.466	0.099229	0.062
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_UP	48	http://www.broadinstitute.org/gsea/msigdb/cards/DUNNE_TARGETS_OF_AML1_MTG8_FUSION_UP	-0.57445	-1.821	0.006342	0.25761	0.628	0.521	0.269	0.382	0.094574	0.059
ZHAN_V1_LATE_DIFFERENTIATION_GENES_UP	30	http://www.broadinstitute.org/gsea/msigdb/cards/ZHAN_V1_LATE_DIFFERENTIATION_GENES_UP	-0.55843	-1.819	0.004073	0.25192	0.632	0.4	0.158	0.337	0.091967	0.058
LEE_AGING_CEREBELLUM_UP	82	http://www.broadinstitute.org/gsea/msigdb/cards/LEE_AGING_CEREBELLUM_UP	-0.47557	-1.8136	0.007874	0.25686	0.648	0.329	0.168	0.275	0.094019	0.064
RASHI_RESPONSE_TO_IONIZING_RADIATION_6	79	http://www.broadinstitute.org/gsea/msigdb/cards/RASHI_RESPONSE_TO_IONIZING_RADIATION_6	-0.47706	-1.8124	0.002066	0.2493	0.651	0.291	0.145	0.25	0.091309	0.063
SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_UP	38	http://www.broadinstitute.org/gsea/msigdb/cards/SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_UP	-0.46945	-1.8012	0.002088	0.27332	0.675	0.368	0.215	0.29	0.10374	0.067
RIZ_ERYTHROID_DIFFERENTIATION_HBZ	41	http://www.broadinstitute.org/gsea/msigdb/cards/RIZ_ERYTHROID_DIFFERENTIATION_HBZ	-0.5073	-1.7995	0.004202	0.25867	0.681	0.415	0.209	0.329	0.097347	0.064
TAVOR_CEBPA_TARGETS_DN	29	http://www.broadinstitute.org/gsea/msigdb/cards/TAVOR_CEBPA_TARGETS_DN	-0.57918	-1.7995	0.00616	0.26835	0.681	0.414	0.137	0.357	0.10109	0.068
HORTON_SREBF_TARGETS	24	http://www.broadinstitute.org/gsea/msigdb/cards/HORTON_SREBF_TARGETS	-0.55247	-1.795	0.0268	0.26256	0.693	0.542	0.255	0.404	0.10227	0.061
LINDGREN_BLADDER_CANCER_CLUSTER_1_DN	360	http://www.broadinstitute.org/gsea/msigdb/cards/LINDGREN_BLADDER_CANCER_CLUSTER_1_DN	-0.46588	-1.7945	0.01055	0.2548	0.697	0.436	0.235	0.338	0.099129	0.058
POOLA_INVASIVE_BREAST_CANCER_UP	267	http://www.broadinstitute.org/gsea/msigdb/cards/POOLA_INVASIVE_BREAST_CANCER_UP	-0.60236	-1.7884	0.00818	0.26361	0.714	0.494	0.181	0.409	0.10507	0.061
SHIN_B_CELL_LYMPHOMA_CLUSTER_8	36	http://www.broadinstitute.org/gsea/msigdb/cards/SHIN_B_CELL_LYMPHOMA_CLUSTER_8	-0.57503	-1.7854	0.006085	0.26415	0.721	0.472	0.24	0.359	0.1068	0.059
MISSIAGLIA_REGULATED_BY_METHYLATION_UP	122	http://www.broadinstitute.org/gsea/msigdb/cards/MISSIAGLIA_REGULATED_BY_METHYLATION_UP	-0.49807	-1.7839	0.02083	0.26049	0.724	0.41	0.216	0.323	0.10577	0.058
BIOCARTA_NFKB_PATHWAY	23	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_NFKB_PATHWAY	-0.52838	-1.779	0.01176	0.26823	0.743	0.217	0.0936	0.197	0.11423	0.061
BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS	29	http://www.broadinstitute.org/gsea/msigdb/cards/BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS	-0.75337	-1.778	0.01437	0.26282	0.743	0.69	0.183	0.564	0.11182	0.059
GOLDRATH_ANTIGEN_RESPONSE	327	http://www.broadinstitute.org/gsea/msigdb/cards/GOLDRATH_ANTIGEN_RESPONSE	-0.50302	-1.773	0.01217	0.27042	0.756	0.401	0.195	0.327	0.11145	0.062
HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_DN	63	http://www.broadinstitute.org/gsea/msigdb/cards/HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_DN	-0.57093	-1.7707	0.002	0.2707	0.761	0.556	0.261	0.412	0.11215	0.061
WIELAND_UP_BY_HBV_INFECTION	95	http://www.broadinstitute.org/gsea/msigdb/cards/WIELAND_UP_BY_HBV_INFECTION	-0.61651	-1.7684	0.02756	0.27019	0.767	0.537	0.207	0.427	0.11211	0.062
TERAMOTO_OPN_TARGETS_CLUSTER_7	16	http://www.broadinstitute.org/gsea/msigdb/cards/TERAMOTO_OPN_TARGETS_CLUSTER_7	-0.62281	-1.7651	0.02041	0.27231	0.773	0.625	0.327	0.421	0.11717	0.064
ZHANG_ANTIVIRAL_RESPONSE_TO_RIBAVIRIN_UP	29	http://www.broadinstitute.org/gsea/msigdb/cards/ZHANG_ANTIVIRAL_RESPONSE_TO_RIBAVIRIN_UP	-0.66529	-1.7619	0.008282	0.27421	0.784	0.586	0.21	0.464	0.11852	0.064
ZHENG_RESPONSE_TO_ARSENITE_DN	16	http://www.broadinstitute.org/gsea/msigdb/cards/ZHENG_RESPONSE_TO_ARSENITE_DN	-0.64286	-1.7547	0.006073	0.29022	0.795	0.438	0.101	0.394	0.13258	0.066
JIANG_TIP30_TARGETS_DN	23	http://www.broadinstitute.org/gsea/msigdb/cards/JIANG_TIP30_TARGETS_DN	-0.58838	-1.7541	0.01002	0.28506	0.796	0.565	0.25	0.425	0.12935	0.065
RADAEVA_RESPONSE_TO_IFNA1_UP	52	http://www.broadinstitute.org/gsea/msigdb/cards/RADAEVA_RESPONSE_TO_IFNA1_UP	-0.63072	-1.7538	0.016	0.27905	0.796	0.5	0.191	0.405	0.1268	0.064
MACLACHLAN_BRCA1_TARGETS_UP	20	http://www.broadinstitute.org/gsea/msigdb/cards/MACLACHLAN_BRCA1_TARGETS_UP	-0.59399	-1.7534	0.01804	0.27372	0.796	0.45	0.226	0.349	0.12385	0.062
STEARMAN_TUMOR_FIELD_EFFECT_UP	34	http://www.broadinstitute.org/gsea/msigdb/cards/STEARMAN_TUMOR_FIELD_EFFECT_UP	-0.57105	-1.7462	0.004098	0.28912	0.814	0.441	0.207	0.35	0.13289	0.065
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	109	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	-0.56449	-1.746	0.002128	0.28316	0.815	0.385	0.124	0.339	0.13014	0.063
WALLACE_PROSTATE_CANCER_UP	19	http://www.broadinstitute.org/gsea/msigdb/cards/WALLACE_PROSTATE_CANCER_UP	-0.54627	-1.7432	0.0172	0.28511	0.821	0.474	0.192	0.383	0.13085	0.064
SMIRNOV_RESPONSE_TO_IR_6HR_DN	109	http://www.broadinstitute.org/gsea/msigdb/cards/SMIRNOV_RESPONSE_TO_IR_6HR_DN	-0.54086	-1.7421	0.01674	0.28236	0.824	0.495	0.233	0.381	0.12946	0.062
LEE_LIVER_CANCER_MYC_DN	59	http://www.broadinstitute.org/gsea/msigdb/cards/LEE_LIVER_CANCER_MYC_DN	-0.47994	-1.7396	0.01429	0.28357	0.829	0.356	0.202	0.285	0.12858	0.062
KAN_RESPONSE_TO_ARSENIC_TRIOXIDE	116	http://www.broadinstitute.org/gsea/msigdb/cards/KAN_RESPONSE_TO_ARSENIC_TRIOXIDE	-0.47648	-1.7388	0.007707	0.27975	0.83	0.267	0.109	0.239	0.1281	0.062
LIN_SILENCED_BY_TUMOR_MICROENVIRONMENT	104	http://www.broadinstitute.org/gsea/msigdb/cards/LIN_SILENCED_BY_TUMOR_MICROENVIRONMENT	-0.50446	-1.7382	0.01004	0.27617	0.832	0.308	0.11	0.275	0.12608	0.06
ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP	102	http://www.broadinstitute.org/gsea/msigdb/cards/ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP	-0.56555	-1.738	0.01804	0.2711	0.832	0.392	0.15	0.335	0.1246	0.059
VERHAAK_AML_WITH_NPM1_MUTATED_UP	168	http://www.broadinstitute.org/gsea/msigdb/cards/VERHAAK_AML_WITH_NPM1_MUTATED_UP	-0.47483	-1.7335	0.0102	0.27966	0.843	0.452	0.219	0.355	0.12731	0.059
FAELT_B_CLL_WITH_VH3_21_UP	42	http://www.broadinstitute.org/gsea/msigdb/cards/FAELT_B_CLL_WITH_VH3_21_UP	-0.45625	-1.7301	0.03171	0.28409	0.852	0.571	0.374	0.358	0.13179	0.062
OLSSON_E2F3_TARGETS_UP	28	http://www.broadinstitute.org/gsea/msigdb/cards/OLSSON_E2F3_TARGETS_UP	-0.50614	-1.7295	0.01055	0.28044	0.853	0.25	0.11	0.223	0.13023	0.06
MARZEC_IL2_SIGNALING_UP	109	http://www.broadinstitute.org/gsea/msigdb/cards/MARZEC_IL2_SIGNALING_UP	-0.42686	-1.7291	0.00421	0.27637	0.854	0.339	0.189	0.277	0.12814	0.058
YAN_ESCAPE_FROM_ANOIKIS	24	http://www.broadinstitute.org/gsea/msigdb/cards/YAN_ESCAPE_FROM_ANOIKIS	-0.68718	-1.7289	0.004082	0.27195	0.854	0.542	0.17	0.45	0.12585	0.055
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_DN	35	http://www.broadinstitute.org/gsea/msigdb/cards/WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_DN	-0.54171	-1.7235	0.002075	0.28362	0.862	0.229	0.0638	0.214	0.13214	0.062
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	56	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	-0.59959	-1.7217	0.0121	0.28344	0.865	0.446	0.187	0.364	0.13393	0.062
LEE_LIVER_CANCER_MYC_E2F1_UP	56	http://www.broadinstitute.org/gsea/msigdb/cards/LEE_LIVER_CANCER_MYC_E2F1_UP	-0.53164	-1.7214	0.01006	0.27918	0.865	0.321	0.114	0.285	0.13166	0.061
MARSHALL_VIRAL_INFECTION_RESPONSE_DN	29	http://www.broadinstitute.org/gsea/msigdb/cards/MARSHALL_VIRAL_INFECTION_RESPONSE_DN	-0.55533	-1.7196	0.01867	0.28002	0.873	0.552	0.262	0.408	0.13189	0.06
HELLER_SILENCED_BY_METHYLATION_UP	266	http://www.broadinstitute.org/gsea/msigdb/cards/HELLER_SILENCED_BY_METHYLATION_UP	-0.45032	-1.7173	0.02079	0.28178	0.875	0.406	0.246	0.309	0.13185	0.061
KYNG_DNA_DAMAGE_BY_4NQO_OR_UV	61	http://www.broadinstitute.org/gsea/msigdb/cards/KYNG_DNA_DAMAGE_BY_4NQO_OR_UV	-0.43839	-1.7161	0.01247	0.28078	0.878	0.426	0.226	0.331	0.13121	0.06
BASSO_CD40_SIGNALING_UP	99	http://www.broadinstitute.org/gsea/msigdb/cards/BASSO_CD40_SIGNALING_UP	-0.48713	-1.7157	0.01247	0.27787	0.878	0.404	0.193	0.327	0.12946	0.059
BAUS_TFF2_TARGETS_UP	31	http://www.broadinstitute.org/gsea/msigdb/cards/BAUS_TFF2_TARGETS_UP	-0.53672	-1.7107	0.01587	0.28759	0.886	0.355	0.166	0.296	0.13429	0.063
REACTOME_BASIGIN_INTERACTIONS	24	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_BASIGIN_INTERACTIONS	-0.46925	-1.7103	0.01411	0.28414	0.887	0.667	0.425	0.384	0.1345	0.061
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	30	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	-0.43828	-1.7082	0.00998	0.28638	0.894	0.6	0.397	0.362	0.13712	0.062
JACKSON_DNMT1_TARGETS_UP	75	http://www.broadinstitute.org/gsea/msigdb/cards/JACKSON_DNMT1_TARGETS_UP	-0.49795	-1.7064	0.01996	0.28645	0.896	0.373	0.166	0.312	0.13786	0.063
BIOCARTA_TH1TH2_PATHWAY	19	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_TH1TH2_PATHWAY	-0.66236	-1.7047	0.00611	0.28736	0.901	0.421	0.144	0.361	0.13882	0.064
JI_METASTASIS_REPRESSED_BY_STK11	27	http://www.broadinstitute.org/gsea/msigdb/cards/JI_METASTASIS_REPRESSED_BY_STK11	-0.54889	-1.7015	0.01068	0.29228	0.905	0.704	0.292	0.498	0.14242	0.064
RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_MODERATELY_DN	106	http://www.broadinstitute.org/gsea/msigdb/cards/RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_MODERATELY_DN	-0.42077	-1.6998	0.002058	0.29298	0.905	0.425	0.281	0.306	0.14219	0.064
ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN	70	http://www.broadinstitute.org/gsea/msigdb/cards/ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN	-0.44025	-1.6996	0.02386	0.28929	0.905	0.4	0.261	0.296	0.14018	0.063
ALONSO_METASTASIS_DN	24	http://www.broadinstitute.org/gsea/msigdb/cards/ALONSO_METASTASIS_DN	-0.51789	-1.6985	0.007937	0.28807	0.907	0.375	0.184	0.306	0.13853	0.063
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE	73	http://www.broadinstitute.org/gsea/msigdb/cards/ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE	-0.41434	-1.6973	0.01012	0.28719	0.907	0.384	0.25	0.288	0.13852	0.06
WILENSKY_RESPONSE_TO_DARAPLADIB	29	http://www.broadinstitute.org/gsea/msigdb/cards/WILENSKY_RESPONSE_TO_DARAPLADIB	-0.58934	-1.697	0.01018	0.284	0.908	0.586	0.251	0.439	0.13665	0.059
MUELLER_COMMON_TARGETS_OF_AML_FUSIONS_DN	26	http://www.broadinstitute.org/gsea/msigdb/cards/MUELLER_COMMON_TARGETS_OF_AML_FUSIONS_DN	-0.55282	-1.6939	0.01432	0.28855	0.912	0.462	0.237	0.353	0.13779	0.06
BURTON_ADIPOGENESIS_2	70	http://www.broadinstitute.org/gsea/msigdb/cards/BURTON_ADIPOGENESIS_2	-0.39547	-1.6934	0.01841	0.28612	0.912	0.314	0.192	0.255	0.137	0.06
THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_UP	75	http://www.broadinstitute.org/gsea/msigdb/cards/THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_UP	-0.50733	-1.689	0.03455	0.29519	0.917	0.4	0.201	0.321	0.1442	0.062
BOHN_PRIMARY_IMMUNODEFICIENCY_SYNDROM_UP	46	http://www.broadinstitute.org/gsea/msigdb/cards/BOHN_PRIMARY_IMMUNODEFICIENCY_SYNDROM_UP	-0.58486	-1.6856	0.00998	0.30122	0.921	0.391	0.119	0.345	0.14904	0.062
TSAI_RESPONSE_TO_IONIZING_RADIATION	144	http://www.broadinstitute.org/gsea/msigdb/cards/TSAI_RESPONSE_TO_IONIZING_RADIATION	-0.37125	-1.6845	0.007905	0.30104	0.922	0.271	0.179	0.224	0.14898	0.063
UROSEVIC_RESPONSE_TO_IMIQUIMOD	23	http://www.broadinstitute.org/gsea/msigdb/cards/UROSEVIC_RESPONSE_TO_IMIQUIMOD	-0.6925	-1.6843	0.02516	0.29767	0.922	0.522	0.15	0.444	0.14712	0.061
DIRMEIER_LMP1_RESPONSE_LATE_UP	55	http://www.broadinstitute.org/gsea/msigdb/cards/DIRMEIER_LMP1_RESPONSE_LATE_UP	-0.40639	-1.6836	0.02191	0.29558	0.924	0.4	0.255	0.299	0.14587	0.062
VANDESLUIS_COMMD1_TARGETS_GROUP_3_DN	35	http://www.broadinstitute.org/gsea/msigdb/cards/VANDESLUIS_COMMD1_TARGETS_GROUP_3_DN	-0.57975	-1.6825	0.006211	0.29479	0.925	0.314	0.107	0.281	0.14563	0.062
MCLACHLAN_DENTAL_CARIES_UP	226	http://www.broadinstitute.org/gsea/msigdb/cards/MCLACHLAN_DENTAL_CARIES_UP	-0.55259	-1.6813	0.02439	0.29453	0.926	0.584	0.263	0.434	0.14525	0.061
HOFMANN_MYELODYSPLASTIC_SYNDROM_RISK_DN	22	http://www.broadinstitute.org/gsea/msigdb/cards/HOFMANN_MYELODYSPLASTIC_SYNDROM_RISK_DN	-0.56269	-1.6801	0.008163	0.29391	0.927	0.318	0.129	0.277	0.14556	0.061
PAL_PRMT5_TARGETS_DN	29	http://www.broadinstitute.org/gsea/msigdb/cards/PAL_PRMT5_TARGETS_DN	-0.5482	-1.679	0.02115	0.29362	0.929	0.414	0.18	0.34	0.14452	0.061
SUNG_METASTASIS_STROMA_DN	50	http://www.broadinstitute.org/gsea/msigdb/cards/SUNG_METASTASIS_STROMA_DN	-0.53425	-1.6765	0.01464	0.29742	0.933	0.5	0.242	0.38	0.14561	0.062
LEI_HOXC8_TARGETS_DN	17	http://www.broadinstitute.org/gsea/msigdb/cards/LEI_HOXC8_TARGETS_DN	-0.66285	-1.6754	0.01138	0.29733	0.934	0.588	0.15	0.5	0.14687	0.061
BIOCARTA_IL10_PATHWAY	16	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_IL10_PATHWAY	-0.56873	-1.6742	0.02616	0.29765	0.934	0.375	0.214	0.295	0.14684	0.06
PIONTEK_PKD1_TARGETS_UP	35	http://www.broadinstitute.org/gsea/msigdb/cards/PIONTEK_PKD1_TARGETS_UP	-0.46322	-1.6737	0.004141	0.29564	0.934	0.486	0.292	0.345	0.14611	0.06
BIOCARTA_TNFR2_PATHWAY	18	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_TNFR2_PATHWAY	-0.57471	-1.672	0.04167	0.29394	0.937	0.389	0.209	0.308	0.14332	0.061
DASU_IL6_SIGNALING_UP	58	http://www.broadinstitute.org/gsea/msigdb/cards/DASU_IL6_SIGNALING_UP	-0.45082	-1.672	0.01202	0.2971	0.937	0.517	0.326	0.35	0.14491	0.061
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_2_UP	60	http://www.broadinstitute.org/gsea/msigdb/cards/HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_2_UP	-0.47209	-1.6718	0.01378	0.29118	0.937	0.6	0.293	0.425	0.14452	0.061
ZHANG_INTERFERON_RESPONSE	23	http://www.broadinstitute.org/gsea/msigdb/cards/ZHANG_INTERFERON_RESPONSE	-0.74791	-1.6715	0.0217	0.28854	0.937	0.652	0.143	0.559	0.14519	0.059
BOSCO_TH1_CYTOTOXIC_MODULE	106	http://www.broadinstitute.org/gsea/msigdb/cards/BOSCO_TH1_CYTOTOXIC_MODULE	-0.49588	-1.6712	0.01242	0.28642	0.938	0.368	0.18	0.303	0.14365	0.059
KUROZUMI_RESPONSE_TO_ONCOCYTIC_VIRUS	42	http://www.broadinstitute.org/gsea/msigdb/cards/KUROZUMI_RESPONSE_TO_ONCOCYTIC_VIRUS	-0.56477	-1.6702	0.0142	0.28606	0.939	0.429	0.191	0.347	0.14397	0.06
PRAMOONJAGO_SOX4_TARGETS_UP	51	http://www.broadinstitute.org/gsea/msigdb/cards/PRAMOONJAGO_SOX4_TARGETS_UP	-0.55583	-1.6695	0.02976	0.28519	0.941	0.431	0.183	0.353	0.14247	0.06
WIERENGA_STAT5A_TARGETS_GROUP2	57	http://www.broadinstitute.org/gsea/msigdb/cards/WIERENGA_STAT5A_TARGETS_GROUP2	-0.57731	-1.6685	0.01014	0.28503	0.942	0.316	0.0675	0.295	0.14197	0.06
HINATA_NFKB_TARGETS_KERATINOCYTE_DN	22	http://www.broadinstitute.org/gsea/msigdb/cards/HINATA_NFKB_TARGETS_KERATINOCYTE_DN	-0.64428	-1.6684	0.01437	0.28251	0.942	0.364	0.091	0.331	0.14108	0.06
EINAV_INTERFERON_SIGNATURE_IN_CANCER	26	http://www.broadinstitute.org/gsea/msigdb/cards/EINAV_INTERFERON_SIGNATURE_IN_CANCER	-0.71971	-1.667	0.03219	0.28316	0.945	0.654	0.181	0.536	0.14378	0.06
GRANDVAUX_IRF3_TARGETS_UP	15	http://www.broadinstitute.org/gsea/msigdb/cards/GRANDVAUX_IRF3_TARGETS_UP	-0.82902	-1.6664	0.007921	0.28206	0.945	0.467	0.0479	0.445	0.14409	0.059
PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP	128	http://www.broadinstitute.org/gsea/msigdb/cards/PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP	-0.50135	-1.6655	0.014	0.28141	0.945	0.492	0.233	0.379	0.14266	0.059
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	83	http://www.broadinstitute.org/gsea/msigdb/cards/FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	-0.5635	-1.6646	0.0409	0.281	0.947	0.458	0.214	0.361	0.1418	0.058
WALLACE_PROSTATE_CANCER_RACE_UP	275	http://www.broadinstitute.org/gsea/msigdb/cards/WALLACE_PROSTATE_CANCER_RACE_UP	-0.52908	-1.6641	0.02724	0.27945	0.947	0.436	0.185	0.359	0.14042	0.058
SEKI_INFLAMMATORY_RESPONSE_LPS_UP	75	http://www.broadinstitute.org/gsea/msigdb/cards/SEKI_INFLAMMATORY_RESPONSE_LPS_UP	-0.59828	-1.6637	0.02823	0.2779	0.947	0.387	0.125	0.339	0.13939	0.056
SANA_TNF_SIGNALING_UP	78	http://www.broadinstitute.org/gsea/msigdb/cards/SANA_TNF_SIGNALING_UP	-0.60765	-1.6636	0.02227	0.27569	0.947	0.474	0.18	0.39	0.13831	0.055
HECKER_IFNB1_TARGETS	90	http://www.broadinstitute.org/gsea/msigdb/cards/HECKER_IFNB1_TARGETS	-0.60188	-1.6595	0.034	0.28419	0.95	0.489	0.163	0.41	0.14392	0.058
KANG_IMMORTALIZED_BY_TERT_DN	99	http://www.broadinstitute.org/gsea/msigdb/cards/KANG_IMMORTALIZED_BY_TERT_DN	-0.46479	-1.6574	0.01165	0.28672	0.951	0.313	0.128	0.274	0.14722	0.06
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN	97	http://www.broadinstitute.org/gsea/msigdb/cards/CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN	-0.57487	-1.6559	0.03086	0.28781	0.952	0.67	0.293	0.476	0.14849	0.061
